epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
202107,CT,9,-26.42857143,-16.57142857,-26.85714286,-42.42857143,-31.28571429,13.57142857,577,0,555958,0,13.9,652.6666667,6.666666667,7523,142,273101,5764,228932,6760,236010,3.164285714,0.177142857,3.238571429,1.23,4.39,4.6,2.347142857,3.647142857,0.767142857,1.438571429,1.692857143,0.264285714,0.174285714,0.481428571,0.459269
202108,CT,9,-19.57142857,-14,-17.42857143,-36.42857143,-24.42857143,10,525,0,650134,0,11.6,649,2.666666667,7622,99,279946,6845,210261,5818,216366,3.138571429,0.181428571,3.185714286,1.255714286,4.452857143,4.814285714,2.33,3.69,0.788571429,1.425714286,1.68,0.301428571,0.19,0.441428571,0.452641
202109,CT,9,-17.28571429,-10.71428571,-12.57142857,-34,-24.14285714,9.714285714,532,0,790039,318179,14.3,626,0,7704,82,285330,5384,229955,6001,236239,3.117142857,0.177142857,3.177142857,1.194285714,4.291428571,4.731428571,2.317142857,3.642857143,0.768571429,1.361428571,1.647142857,0.315714286,0.208571429,0.458571429,0.472971
202110,CT,9,-13.85714286,-9.714285714,25.14285714,-30.42857143,-24,8.571428571,518,0,984384,374997,16.5,624.6666667,0,7765,61,290577,5247,194924,6303,201447,3.28,0.197142857,3.251428571,1.254285714,4.177142857,4.632857143,2.278571429,3.607142857,0.791428571,1.288571429,1.601428571,0.3,0.188571429,0.455714286,0.725599
202111,CT,9,-12.42857143,-9.571428571,4,-29.14285714,-24,9,508,0,1014611,559558,16.3,626.6666667,0,7832,67,296691,6114,200276,7337,207775,3.235714286,0.202857143,3.275714286,1.258571429,4.011428571,4.64,2.331428571,3.725714286,0.765714286,1.308571429,1.575714286,0.287142857,0.191428571,0.435714286,0.619457
202112,CT,9,-7.428571429,-7.714285714,53.85714286,-24.85714286,-23.42857143,7.428571429,589,0,1155239,646279,18.2,649.3333333,3.333333333,7865,33,305210,8519,222105,9064,231388,3.39,0.225714286,3.262857143,1.327142857,4.058571429,4.637142857,2.36,3.738571429,0.785714286,1.262857143,1.608571429,0.305714286,0.192857143,0.431428571,0.644659
202113,CT,9,-8.142857143,-1.428571429,11.57142857,-26,-27.42857143,8.714285714,640,0,1307704,765639,17.9,597.6666667,0,7904,39,313956,8746,195499,8517,204219,3.614285714,0.228571429,3.47,1.361428571,4.11,4.498571429,2.31,3.804285714,0.794285714,1.214285714,1.575714286,0.255714286,0.177142857,0.424285714,0.574398
202114,CT,9,-10.57142857,-9.714285714,60.42857143,-22.42857143,-26,6.285714286,687,0,1486441,919764,21.1,568,0,7944,40,321586,7630,206115,7671,213984,4.06,0.328571429,3.465714286,1.324285714,4.261428571,4.682857143,2.491428571,3.808571429,0.787142857,1.28,1.657142857,0.275714286,0.19,0.471428571,0.699552
202115,CT,9,-10.42857143,-9.571428571,21.28571429,-24.71428571,-28.42857143,8.142857143,635,0,1689462,1083206,16.1,593.3333333,0,7995,51,329062,7476,204672,6879,211743,3.821428571,0.242857143,3.508571429,1.321428571,4.43,4.608571429,2.515714286,3.91,0.841428571,1.37,1.712857143,0.247142857,0.202857143,0.454285714,0.623616
202116,CT,9,-6.142857143,-6.714285714,63.85714286,-18.14285714,-23.57142857,6.285714286,553,0,1835971,1223146,14.8,591.3333333,0,8047,52,334766,5704,205963,5762,211946,3.58,0.212857143,3.414285714,1.304285714,4.455714286,4.844285714,2.457142857,3.868571429,0.788571429,1.347142857,1.722857143,0.28,0.201428571,0.451428571,0.630006
202117,CT,9,-6.428571429,-5.571428571,52.42857143,-19.28571429,-22.57142857,6,513,0,1952869,1372774,11.1,619,0,8097,50,339233,4467,190786,4171,195150,3.717142857,0.255714286,3.492857143,1.338571429,4.237142857,4.798571429,2.471428571,3.822857143,0.79,1.284285714,1.598571429,0.262857143,0.187142857,0.427142857,0.620818
202118,CT,9,-3,0.142857143,53.14285714,-16.85714286,-22,5.428571429,417,1,2025677,1522810,10.3,622,0,8137,40,342718,3485,138494,2330,140922,3.7,0.254285714,3.554285714,1.41,4.165714286,4.562857143,2.567142857,3.878571429,0.78,1.271428571,1.624285714,0.277142857,0.184285714,0.418571429,0.634098
202119,CT,9,-1,-1.142857143,78.71428571,-12.42857143,-22.42857143,4.571428571,319,0,2078246,1676325,4.7,559.3333333,0,8173,36,344977,2259,139222,1963,141245,3.497142857,0.211428571,3.788571429,1.508571429,4.04,4.604285714,2.524285714,3.872857143,0.747142857,1.197142857,1.581428571,0.257142857,0.16,0.454285714,0.732169
202120,CT,9,0.571428571,0,91.14285714,-12.57142857,-21.14285714,4,255,0,2164655,1793724,3.8,592,0,8212,39,346325,1348,95567,1188,96821,3.355714286,0.204285714,3.842857143,1.592857143,3.838571429,4.504285714,3.628571429,4.9,0.724285714,1.152857143,1.615714286,0.261428571,0.167142857,0.421428571,0.907927
202121,CT,9,0.142857143,-0.428571429,65.42857143,-13.57142857,-22,4.857142857,119,0,2237802,1882829,4.2,618.6666667,6,8238,26,347341,1016,60522,555,61116,3.102857143,0.154285714,3.9,1.612857143,3.774285714,4.3,2.585714286,4.087142857,0.687142857,1.244285714,1.61,0.235714286,0.162857143,0.418571429,0.799842
202122,CT,9,-1.142857143,-0.285714286,67,-16,-27.57142857,6.142857143,115,0,2273295,1930105,3,554.6666667,0,8246,12,347891,550,76171,530,76730,3.148571429,0.16,4.171428571,1.83,3.928571429,4.344285714,2.777142857,4.067142857,0.702857143,1.235714286,1.717142857,0.245714286,0.171428571,0.437142857,0.844346
202123,CT,9,2.714285714,2,91.85714286,-12,-20.42857143,3.857142857,81,0,2306992,1999786,1.4,580.6666667,0,8261,15,348350,459,67962,357,68339,3.212857143,0.182857143,4.275714286,1.945714286,3.874285714,4.264285714,2.625714286,4.142857143,0.697142857,1.311428571,1.677142857,0.24,0.185714286,0.41,0.741621
202124,CT,9,3.428571429,3.428571429,95.42857143,-9.714285714,-23.28571429,3.714285714,59,0,2344081,2083664,2.4,574,0,8270,9,348665,315,64812,310,65143,3.182857143,0.172857143,4.458571429,1.918571429,3.928571429,4.395714286,2.674285714,4.192857143,0.681428571,1.275714286,1.724285714,0.268571429,0.174285714,0.427142857,0.901165
202125,CT,9,1,0,92,-9.428571429,-26.28571429,3.571428571,66,0,2369539,2121480,1.8,594,0,8275,7,349120,455,66120,284,66419,3.095714286,0.162857143,4.631428571,1.891428571,3.951428571,4.508571429,2.728571429,4.265714286,0.707142857,1.364285714,1.762857143,0.22,0.174285714,0.411428571,0.834309
202126,CT,9,0.428571429,1,62.85714286,-9.285714286,-27.85714286,4.714285714,46,0,2395831,2172171,1.8,606,2,8279,4,349476,356,59286,354,59657,3.181428571,0.152857143,4.364285714,1.785714286,4,4.272857143,2.744285714,4.518571429,0.665714286,1.277142857,1.891428571,0.228571429,0.165714286,0.43,0.742755
202127,CT,9,-3,-1.285714286,84.42857143,-11.28571429,-34.14285714,6,46,0,2414765,2192962,1.9,611,12,8279,2,349969,493,51528,484,52021,3.15,0.144285714,4.342857143,1.827142857,4.097142857,4.317142857,2.844285714,5.07,0.678571429,1.284285714,1.794285714,0.234285714,0.175714286,0.38,0.880235
202128,CT,9,1.571428571,-0.285714286,85.28571429,-10.28571429,-25.57142857,4,67,0,2436011,2214821,2.2,580.3333333,0,8282,3,350675,706,48734,781,49530,3.322857143,0.14,4.555714286,1.794285714,4.15,4.527142857,2.895714286,4.53,0.701428571,1.285714286,1.855714286,0.262857143,0.192857143,0.418571429,0.805708
202129,CT,9,2.428571429,1.428571429,101.5714286,-8,-25.14285714,3.428571429,105,0,2459243,2235296,3,613.3333333,18.33333333,8286,4,352037,1362,63260,1593,64875,3.425714286,0.164285714,4.722857143,1.907142857,4.147142857,4.587142857,2.848571429,4.61,0.698571429,1.298571429,1.814285714,0.261428571,0.174285714,0.424285714,0.999641
202130,CT,9,1.142857143,1.428571429,94.57142857,-8.571428571,-24.71428571,3.857142857,151,1,2487176,2253102,5.2,570,0,8293,7,354335,2298,74398,2609,77030,3.552857143,0.178571429,4.765714286,1.897142857,4.221428571,4.608571429,2.882857143,4.522857143,0.73,1.298571429,1.897142857,0.257142857,0.181428571,0.43,1.16424
202131,CT,9,1.428571429,3.285714286,96.28571429,-8.571428571,-25.57142857,3.714285714,226,0,2516437,2270704,7,608.3333333,17.33333333,8296,5,358076,3741,82789,3311,86126,3.695714286,0.211428571,4.748571429,1.934285714,4.292857143,4.718571429,2.785714286,4.425714286,0.751428571,1.352857143,1.898571429,0.224285714,0.177142857,0.444285714,1.1726
202132,CT,9,-0.714285714,1.142857143,77.14285714,-9.571428571,-26.42857143,4.285714286,306,0,2547196,2290348,8.6,640.6666667,50.66666667,8307,11,361836,3760,93704,4307,98049,3.64,0.217142857,4.728571429,1.848571429,4.26,4.908571429,2.845714286,4.575714286,0.754285714,1.36,1.962857143,0.254285714,0.167142857,0.405714286,1.1873
202133,CT,9,2.285714286,7.142857143,82,-5.142857143,-26.14285714,3.857142857,336,0,2577586,2313968,9.8,626.3333333,35.33333333,8337,36,365856,4020,96615,4461,101121,3.488571429,0.214285714,4.498571429,1.764285714,4.201428571,4.544285714,2.805714286,4.531428571,0.747142857,1.342857143,1.824285714,0.255714286,0.168571429,0.548571429,1.24733
202134,CT,9,-6.285714286,-6.285714286,50.71428571,-16.71428571,-29.57142857,6.571428571,385,0,2607813,2338911,10.3,617.6666667,23.33333333,8358,25,370708,4852,101255,4744,106052,3.541428571,0.19,4.198571429,1.658571429,4.221428571,4.425714286,2.688571429,4.498571429,0.747142857,1.394285714,1.832857143,0.251428571,0.172857143,0.417142857,1.27553
202135,CT,9,1.857142857,4,68.14285714,-6.428571429,-25.14285714,3.857142857,294,0,2636820,2365017,8.7,614,24,8394,36,375135,4427,109696,3968,113722,3.428571429,0.171428571,4.051428571,1.634285714,3.895714286,4.274285714,2.545714286,4.26,0.732857143,1.285714286,1.645714286,0.242857143,0.184285714,0.388571429,1.13567
202136,CT,9,-1,1.857142857,81.28571429,-10.71428571,-29.42857143,4.857142857,322,0,2655180,2384751,8.9,630.3333333,36.33333333,8424,30,378933,3798,117431,4350,121836,3.605714286,0.19,4.377142857,1.894285714,3.975714286,4.35,2.578571429,4.201428571,0.751428571,1.322857143,1.647142857,0.257142857,0.174285714,0.414285714,1.27285
202137,CT,9,-0.428571429,2.142857143,75.85714286,-10.57142857,-22.42857143,2.857142857,278,0,2678672,2411037,6.4,669.6666667,70.66666667,8463,39,384342,5409,121128,4394,125572,3.791428571,0.211428571,5.021428571,2.134285714,3.925714286,4.51,2.624285714,4.102857143,0.764285714,1.33,1.667142857,0.244285714,0.178571429,0.418571429,1.45508
202138,CT,9,-1.428571429,1.714285714,72.42857143,-10.28571429,-19.28571429,2.857142857,244,0,2697220,2433405,5.9,658.6666667,51.66666667,8501,42,387733,3391,108829,3162,112039,3.855714286,0.21,5.37,2.28,3.85,4.435714286,2.547142857,4.024285714,0.727142857,1.284285714,1.597142857,0.27,0.191428571,0.428571429,1.27961
202139,CT,9,-0.714285714,3,64.71428571,-10.28571429,-18,2.571428571,249,0,2723058,2453791,4.8,622,18,8650,149,391066,3333,136278,3477,139810,3.792857143,0.211428571,5.961428571,2.47,3.821428571,4.367142857,2.547142857,3.955714286,0.722857143,1.252857143,1.55,0.26,0.177142857,0.43,1.49947
202140,CT,9,-1.857142857,3.571428571,56,-11.42857143,-18,3.428571429,234,0,2747200,2472337,6,615.3333333,8,8667,17,394008,2942,148913,3605,152577,3.862857143,0.207142857,6.192857143,2.507142857,3.88,4.334285714,2.572857143,3.837142857,0.732857143,1.258571429,1.572857143,0.262857143,0.17,0.415714286,1.59334
202141,CT,9,-1,2.428571429,63.28571429,-10.42857143,-20.28571429,3.571428571,223,0,2765794,2487939,7.6,618.6666667,4,8718,51,397123,3115,144245,3663,147960,3.854285714,0.21,6.264285714,2.5,4.061428571,4.425714286,2.662857143,3.918571429,0.738571429,1.285714286,1.681428571,0.27,0.181428571,0.412857143,1.69796
202142,CT,9,-1.142857143,2.285714286,61,-11,-17.28571429,3,200,0,2786425,2504611,5.6,664,28,8739,21,400226,3103,139942,3392,143374,3.815714286,0.187142857,6.07,2.348571429,3.935714286,4.42,2.625714286,3.99,0.747142857,1.258571429,1.648571429,0.278571429,0.201428571,0.414285714,1.41355
202143,CT,9,-4.428571429,1.142857143,18.42857143,-17.28571429,-17.42857143,4.857142857,183,0,2811535,2517628,6.5,650.6666667,16.66666667,8764,27,402583,2357,129487,3038,132569,3.63,0.195714286,5.832857143,2.201428571,3.934285714,4.217142857,2.63,3.811428571,0.711428571,1.241428571,1.584285714,0.251428571,0.174285714,0.382857143,1.44405
202144,CT,9,-1.714285714,3,41,-16.14285714,-17.28571429,3.857142857,191,0,2839105,2529755,7,670.6666667,29.66666667,8790,26,404969,2386,111645,3011,114710,3.758571429,0.177142857,6.287142857,2.527142857,3.871428571,4.251428571,2.631428571,3.827142857,0.711428571,1.254285714,1.581428571,0.258571429,0.188571429,0.408571429,1.68757
202145,CT,9,-3,0.285714286,25.28571429,-17.57142857,-18.28571429,5,236,0,2880007,2541884,6.9,672.3333333,26.33333333,8809,19,407750,2781,125574,4461,130104,3.857142857,0.208571429,6.557142857,2.427142857,4.057142857,4.312857143,2.657142857,3.761428571,0.748571429,1.298571429,1.595714286,0.258571429,0.191428571,0.394285714,1.64615
202146,CT,9,-2.285714286,2.428571429,16,-16.57142857,-15.85714286,4.285714286,246,2,2933669,2551624,9.7,668.3333333,17.33333333,8850,41,412918,5168,139130,5868,145089,3.841428571,0.188571429,6.37,2.371428571,3.955714286,4.258571429,2.755714286,3.772857143,0.724285714,1.311428571,1.571428571,0.262857143,0.184285714,0.368571429,1.64953
202147,CT,9,-8,4,4.285714286,-14.42857143,-34.14285714,8.285714286,320,3,2970430,2558052,10.7,694.6666667,35.66666667,8865,15,418473,5555,125723,6725,132519,3.878571429,0.217142857,6.615714286,2.4,3.664285714,3.982857143,2.75,3.718571429,0.688571429,1.234285714,1.478571429,0.254285714,0.162857143,0.328571429,1.98943
202148,CT,9,-4.857142857,0.857142857,2,-17.14285714,-16.85714286,5.142857143,461,14,3013418,2576822,13.9,751.3333333,87.33333333,8925,62,425275,6802,164547,12874,177584,4.434285714,0.295714286,7.282857143,2.478571429,4.06,4.342857143,2.83,3.894285714,0.755714286,1.3,1.584285714,0.258571429,0.174285714,0.388571429,2.33014
202149,CT,9,-5.714285714,1,-3.714285714,-24,-15.85714286,5.571428571,662,16,3053860,2611504,21.9,722.3333333,50.66666667,8972,47,439423,14148,162294,13415,175876,4.508571429,0.304285714,6.98,2.341428571,4.035714286,4.342857143,2.848571429,3.975714286,0.75,1.364285714,1.6,0.261428571,0.208571429,0.392857143,2.5608
202150,CT,9,-1.428571429,4.857142857,3.285714286,-22,-16,5,779,16,3094535,2636815,29.4,691.3333333,30,9002,30,455566,16143,166916,16817,183955,4.824285714,0.322857143,7.225714286,2.412857143,4.071428571,4.295714286,2.93,4.025714286,0.755714286,1.357142857,1.607142857,0.258571429,0.188571429,0.384285714,2.53169
202151,CT,9,-7,10.71428571,-11,-26.28571429,-35.28571429,8.571428571,741,25,3139880,2653611,26.5,719.3333333,50.66666667,9077,77,474557,18991,182133,25977,208300,6.021428571,0.505714286,8.261428571,3.142857143,4.08,3.951428571,3.071428571,4.24,0.748571429,1.387142857,1.51,0.222857143,0.158571429,0.374285714,3.02239
202152,CT,9,-12.42857143,-1,-7.714285714,-30.14285714,-45.57142857,13.42857143,1279,21,3165940,2662379,54.1,767,82,9160,85,510188,35631,141408,49326,191178,8.477142857,0.758571429,11.46285714,4.152857143,4.921428571,4.468571429,3.611428571,4.682857143,0.87,1.625714286,1.735714286,0.224285714,0.147142857,0.4,4.17986
202201,CT,9,-21.42857143,-3.571428571,-16.42857143,-36.85714286,-30.85714286,13.14285714,1997,8,3202075,2678243,68.6,849.3333333,161.3333333,9377,217,573711,63523,142338,62784,205654,7.142857143,0.648571429,9.968571429,3.408571429,4.661428571,4.627142857,3.03,4.311428571,0.845714286,1.57,1.612857143,0.242857143,0.165714286,0.432857143,3.07214
202202,CT,9,-20,-6.857142857,-21.85714286,-36.85714286,-22.71428571,10,1941,2,3236961,2695840,60.1,824,147.3333333,9556,179,637572,63861,126669,43331,170667,5.314285714,0.43,7.541428571,2.492857143,4.351428571,4.42,2.748571429,4.02,0.777142857,1.518571429,1.585714286,0.254285714,0.157142857,0.498571429,2.02956
202203,CT,9,-19.57142857,-10,-16.71428571,-37,-24.85714286,10.28571429,1586,11,3273941,2713462,45.4,884.3333333,194.6666667,9769,217,671674,34102,127484,30333,158516,4.188571429,0.291428571,5.884285714,1.935714286,4.125714286,4.26,2.701428571,3.944285714,0.745714286,1.5,1.634285714,0.244285714,0.171428571,0.468571429,1.44726
202204,CT,9,-24.28571429,-9.428571429,-19,-39,-25.85714286,9.857142857,1173,2,3293991,2725562,29.8,753,81.33333333,9985,218,696070,24396,127317,19452,147279,3.464285714,0.198571429,4.692857143,1.565714286,3.934285714,4.202857143,2.615714286,3.885714286,0.737142857,1.387142857,1.57,0.264285714,0.18,0.427142857,0.996826
202205,CT,9,-17.42857143,-8.714285714,-17.28571429,-34.42857143,-19.42857143,8.571428571,764,4,3309072,2737817,22.1,786,107.3333333,10159,174,706140,10070,98975,9550,108744,3.101428571,0.158571429,4.105714286,1.415714286,3.972857143,4.388571429,2.715714286,3.911428571,0.745714286,1.42,1.637142857,0.252857143,0.181428571,0.417142857,0.819448
202206,CT,9,-11.28571429,-3.142857143,7.857142857,-28.57142857,-16,5.428571429,530,0,3325552,2752692,13.7,756,77.33333333,10260,103,712884,6744,93381,5404,98942,3.131428571,0.147142857,3.897142857,1.41,4.108571429,4.572857143,2.815714286,4.108571429,0.715714286,1.494285714,1.71,0.264285714,0.182857143,0.44,0.704096
202207,CT,9,-13.71428571,-4.857142857,-10.71428571,-26.57142857,-17.28571429,6,328,1,3336445,2763209,8.4,686.6666667,24.66666667,10357,101,719327,6443,91410,4068,95703,3.001428571,0.127142857,4.002857143,1.532857143,3.882857143,4.46,2.917142857,4.168571429,0.692857143,1.334285714,1.634285714,0.254285714,0.175714286,0.428571429,0.692697
202208,CT,9,-12.71428571,-9.428571429,-2.428571429,-25.71428571,-25.14285714,8.285714286,295,7,3344816,2771065,7.6,641.3333333,0,10465,108,722377,3050,77667,2784,80552,2.997142857,0.13,4.274285714,1.614285714,4.062857143,4.378571429,3.05,4.374285714,0.727142857,1.338571429,1.715714286,0.25,0.184285714,0.461428571,0.848218
202209,CT,9,-10.57142857,-6.142857143,-4.857142857,-25,-14.85714286,4.571428571,196,7,3352507,2777336,5.6,663.6666667,0,10543,78,724833,2456,77728,2220,80032,3.027142857,0.137142857,4.331428571,1.724285714,4.384285714,4.517142857,2.977142857,4.298571429,0.687142857,1.321428571,2.051428571,0.27,0.2,0.471428571,0.771601
202210,CT,9,-15.42857143,-10,-7.571428571,-28.14285714,-16.57142857,5.857142857,198,6,3358810,2782723,5.4,619,0,10648,107,729697,4864,75101,2024,77204,3.327142857,0.151428571,4.95,2.057142857,4.087142857,4.525714286,3.184285714,4.452857143,0.725714286,1.304285714,1.795714286,0.252857143,0.178571429,0.46,1.09582
202211,CT,9,-9.571428571,-6.857142857,24.14285714,-24.85714286,-16.71428571,4.285714286,156,18,3364453,2787629,3.6,628,0,10717,69,731868,2171,69024,2177,71247,3.517142857,0.188571429,5.53,2.232857143,3.98,4.512857143,3.142857143,4.481428571,0.735714286,1.271428571,1.711428571,0.237142857,0.184285714,0.441428571,1.17435
202212,CT,9,-10.14285714,-8.428571429,19.28571429,-24.14285714,-15.71428571,4.285714286,140,25,3369294,2792049,3.9,591,0,10759,46,734196,2328,69539,2674,72252,3.62,0.188571429,5.955714286,2.23,3.994285714,4.625714286,3.201428571,4.572857143,0.781428571,1.302857143,1.714285714,0.255714286,0.19,0.521428571,1.19717
202213,CT,9,-10.71428571,-7.714285714,13,-24.85714286,-15.14285714,4.142857143,147,30,3374089,2795957,3.7,623.6666667,0,10779,20,737276,3080,71351,3303,74711,3.731428571,0.202857143,6.17,2.241428571,3.964285714,4.614285714,3.175714286,4.53,0.712857143,1.307142857,1.694285714,0.272857143,0.202857143,0.462857143,1.72178
202214,CT,9,-9.714285714,-5.142857143,19.28571429,-23,-15,4,180,44,3382403,2803285,5.2,630,0,10801,22,740894,3618,76250,4660,80994,4.117142857,0.242857143,6.701428571,2.38,4.034285714,4.607142857,3.452857143,4.614285714,0.748571429,1.302857143,1.752857143,0.267142857,0.198571429,0.468571429,1.76068
202215,CT,9,-4.714285714,0.142857143,54.14285714,-17.71428571,-23.28571429,4,224,51,3391253,2810511,6,624.6666667,0,10813,12,745652,4758,51313,3999,55375,4.255714286,0.265714286,6.928571429,2.475714286,3.894285714,4.54,3.302857143,4.572857143,0.787142857,1.267142857,1.692857143,0.247142857,0.184285714,0.445714286,1.99665
202216,CT,9,-10.42857143,-9.142857143,50,-13.57142857,-22.71428571,3.571428571,236,50,3398575,2816538,6.7,633,7.333333333,10834,21,751810,6158,62383,5427,67883,4.047142857,0.235714286,6.84,2.302857143,4.088571429,4.641428571,3.192857143,4.491428571,0.757142857,1.241428571,1.744285714,0.272857143,0.2,0.477142857,1.86729
202217,CT,9,-5,-3.571428571,56.28571429,-14.42857143,-15.14285714,2.571428571,357,57,3405285,2822081,9.7,606.3333333,0,10850,16,758281,6471,69711,7279,77092,4.32,0.262857143,6.705714286,2.264285714,3.971428571,4.704285714,3.04,4.397142857,0.76,1.26,1.69,0.271428571,0.192857143,0.48,1.96448
202218,CT,9,-3.285714286,1.571428571,43,-17,-15.57142857,2.857142857,362,76,3411327,2826891,12.4,608.3333333,0,10874,24,766172,7891,74649,10600,85441,4.762857143,0.311428571,6.82,2.41,3.914285714,4.545714286,2.992857143,4.242857143,0.734285714,1.218571429,1.65,0.252857143,0.188571429,0.44,2.39355
202219,CT,9,-2,-1,75.42857143,-13.57142857,-16.71428571,2.285714286,436,79,3417076,2831854,14.9,655.3333333,42.33333333,10914,40,779460,13288,83468,13051,96855,5.148571429,0.392857143,7.345714286,2.568571429,3.945714286,4.732857143,3.025714286,4.358571429,0.762857143,1.214285714,1.645714286,0.26,0.177142857,0.445714286,2.32706
202220,CT,9,-3.285714286,-1.571428571,79.14285714,-11.42857143,-16.85714286,2.285714286,475,63,3422996,2836890,14.1,640,33,10926,12,797616,18156,81886,12621,94806,4.525714286,0.304285714,6.818571429,2.425714286,3.844285714,4.417142857,2.805714286,4.322857143,0.737142857,1.187142857,1.672857143,0.232857143,0.175714286,0.415714286,2.11366
202221,CT,9,-2.285714286,-0.857142857,74.28571429,-9.285714286,-17.85714286,2.142857143,439,34,3429505,2842453,13,619.6666667,23.66666667,10941,17,806467,8851,64484,8413,73153,4.181428571,0.27,6.297142857,2.327142857,3.752857143,4.311428571,2.665714286,4.428571429,0.722857143,1.167142857,1.607142857,0.238571429,0.161428571,0.445714286,1.7654
202222,CT,9,-2.714285714,-0.142857143,104,-11.14285714,-24.71428571,2.857142857,414,20,3433677,2845723,12.1,611,15,10973,34,811932,5465,41979,4755,46895,3.92,0.222857143,5.767142857,2.234285714,3.831428571,4.451428571,2.72,4.312857143,0.717142857,1.211428571,1.677142857,0.235714286,0.161428571,0.447142857,1.71377
202223,CT,9,-1.428571429,0.285714286,97.28571429,-9,-16.42857143,1.571428571,378,37,3438420,2849343,8.3,568,0,11000,33,816356,4424,49886,4520,54575,3.838571429,0.208571429,5.38,2.128571429,3.838571429,4.408571429,2.657142857,4.262857143,0.694285714,1.208571429,1.671428571,0.238571429,0.17,0.457142857,1.52718
202224,CT,9,0,2.142857143,83.71428571,-7.142857143,-18.28571429,2.142857143,330,14,3441487,2851549,10.6,605,16,11015,15,820870,4514,53582,4627,58325,3.747142857,0.202857143,5.222857143,2.151428571,3.815714286,4.528571429,2.698571429,4.338571429,0.667142857,1.202857143,1.768571429,0.245714286,0.167142857,0.452857143,1.3977
202225,CT,9,-1.571428571,-0.142857143,95.85714286,-6,-23.57142857,2.428571429,344,4,3445090,2854467,10.9,599.6666667,13.66666667,11034,19,825732,4862,35850,3555,39488,3.784285714,0.191428571,5.241428571,2.225714286,3.97,4.518571429,2.77,4.384285714,0.685714286,1.214285714,1.855714286,0.232857143,0.157142857,0.462857143,1.48157
202226,CT,9,-2.285714286,1.142857143,93.28571429,-3.285714286,-24.71428571,2.857142857,360,9,3451211,2855719,9.2,672.3333333,89.33333333,11045,11,832572,6840,45905,5270,51276,3.888571429,0.201428571,5.132857143,2.182857143,4.03,4.494285714,2.838571429,4.602857143,0.687142857,1.195714286,1.844285714,0.247142857,0.16,0.457142857,1.38061
202227,CT,9,-5.571428571,0.142857143,128,-6.857142857,-32.28571429,3.714285714,410,4,3456227,2857635,14.3,624.6666667,43.66666667,11055,10,837269,4697,43670,5291,49020,4.024285714,0.211428571,4.87,2.104285714,4.048571429,4.612857143,3.007142857,4.824285714,0.691428571,1.231428571,1.894285714,0.238571429,0.174285714,0.458571429,1.20881
202228,CT,9,-4.142857143,-1.428571429,114.2857143,-5,-23.85714286,2.571428571,400,3,3461972,2860091,13.6,617.3333333,37.33333333,11085,30,842567,5298,38595,4529,43171,3.928571429,0.202857143,4.625714286,2.08,4.118571429,4.652857143,2.824285714,4.688571429,0.688571429,1.262857143,1.904285714,0.25,0.168571429,0.461428571,1.03949
202229,CT,9,-5.428571429,-1.857142857,87.71428571,-7,-24.14285714,4.857142857,381,6,3468243,2863022,14.5,628,47,11093,8,848089,5522,51548,6634,58287,4.415714286,0.241428571,4.477142857,2.07,4.194285714,4.531428571,2.855714286,4.587142857,0.698571429,1.254285714,2.03,0.267142857,0.16,0.44,1.13435
202230,CT,9,-3.714285714,-1,94.71428571,-7.285714286,-23.85714286,3.285714286,449,4,3474540,2866703,15.6,600.3333333,19.33333333,11102,9,854110,6021,46531,6187,52787,4.337142857,0.221428571,4.544285714,2.1,4.22,4.665714286,2.785714286,4.544285714,0.702857143,1.364285714,1.984285714,0.237142857,0.178571429,0.454285714,1.19154
202231,CT,9,-3.428571429,0.714285714,92.57142857,-7.142857143,-24.42857143,3.142857143,438,3,3478917,2869161,16.3,604.3333333,24.33333333,11138,36,859559,5449,44396,6038,50496,4.47,0.208571429,4.628571429,2.088571429,4.141428571,4.612857143,2.75,4.487142857,0.724285714,1.314285714,2.01,0.251428571,0.168571429,0.441428571,1.29192
202232,CT,9,-4.428571429,-1.571428571,91.71428571,-6.142857143,-24.42857143,3.285714286,438,0,3483157,2872531,14,583,7,11164,26,864525,4966,46579,5967,52612,4.01,0.198571429,4.6,2.074285714,4.168571429,4.557142857,2.697142857,4.487142857,0.69,1.247142857,1.955714286,0.257142857,0.167142857,0.44,1.19152
202233,CT,9,-2.714285714,-1,95.57142857,-3.285714286,-23.85714286,5,432,2,3487461,2875155,13.9,612.6666667,33.66666667,11180,16,868786,4261,46267,5099,51424,3.837142857,0.197142857,4.552857143,1.997142857,4.171428571,4.74,2.7,4.418571429,0.684285714,1.272857143,1.861428571,0.25,0.16,0.431428571,1.1457
