epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
202231,NY,36,-12.71428571,-4.428571429,66.14285714,-26.28571429,-28.42857143,3.428571429,2470,11,17831599,15213006,9.8,1898.666667,73.66666667,70490,221,5864341,49561,376768,47257,424611,4.158571429,0.194285714,4.018571429,1.875714286,3.651428571,4.078571429,2.435714286,3.934285714,0.598571429,1.122857143,1.667142857,0.205714286,0.158571429,0.385714286,1.4802
202232,NY,36,-13.14285714,-5.285714286,65,-26.57142857,-28.42857143,3.428571429,2385,10,17844238,15226402,8.6,1977,158,70693,203,5904468,40127,385362,39373,425267,3.702857143,0.187142857,3.964285714,1.852857143,3.618571429,4.085714286,2.431428571,3.917142857,0.585714286,1.101428571,1.65,0.212857143,0.157142857,0.374285714,1.59385
202233,NY,36,-12.14285714,-5.571428571,70.28571429,-25.57142857,-29.28571429,5.428571429,2355,19,17858975,15238086,10,2012.666667,197.6666667,70850,157,5938892,34424,349254,36068,385961,3.561428571,0.18,4.017142857,1.8,3.691428571,4.157142857,2.414285714,3.914285714,0.588571429,1.094285714,1.622857143,0.215714286,0.157142857,0.382857143,1.25233
202234,NY,36,-13.14285714,-7,57.42857143,-26.42857143,-29.42857143,5.857142857,2208,26,17878519,15252523,9.5,1892,75,71012,162,5971180,32288,345527,34658,380801,3.257142857,0.17,3.858571429,1.708571429,3.634285714,4.06,2.357142857,3.822857143,0.588571429,1.101428571,1.581428571,0.205714286,0.15,0.367142857,1.46255
202235,NY,36,-11.28571429,-5.285714286,60.71428571,-25.42857143,-29.71428571,3.571428571,2068,21,17898356,15265493,8.9,1915.333333,88.33333333,71180,168,6000663,29483,277124,27596,305323,3.121428571,0.157142857,3.767142857,1.714285714,3.538571429,3.968571429,2.334285714,3.725714286,0.572857143,1.064285714,1.545714286,0.2,0.152857143,0.365714286,1.0171
202236,NY,36,-14.14285714,-6.285714286,46.71428571,-26.71428571,-33,4.428571429,1925,14,17910082,15272806,9.5,1918.333333,93.33333333,71311,131,6024729,24066,289005,28756,318581,3.132857143,0.162857143,3.92,1.76,3.514285714,3.818571429,2.245714286,3.558571429,0.582857143,1.064285714,1.471428571,0.207142857,0.16,0.352857143,1.21673
202237,NY,36,-14.42857143,-5.714285714,39.57142857,-22.85714286,-25.57142857,2.142857143,1956,20,17933445,15295748,10,1981.666667,138.6666667,71502,191,6057510,32781,344348,33632,378746,3.6,0.194285714,4.78,2.105714286,3.517142857,3.948571429,2.314285714,3.492857143,0.618571429,1.111428571,1.478571429,0.22,0.158571429,0.37,1.71699
202238,NY,36,-14.85714286,-6.571428571,37,-22.28571429,-25.42857143,2.571428571,2165,12,17958029,15323077,10.7,1934.666667,85.66666667,71646,144,6092298,34788,319245,36825,356897,3.831428571,0.217142857,5.998571429,2.434285714,3.484285714,3.885714286,2.341428571,3.474285714,0.63,1.074285714,1.445714286,0.222857143,0.162857143,0.36,1.87767
202239,NY,36,-15.85714286,-7.285714286,22.71428571,-27,-26.14285714,4,2323,29,17983429,15354943,12.9,2016.333333,155.3333333,71828,182,6124228,31930,330368,34876,366069,3.672857143,0.188571429,6.301428571,2.377142857,3.534285714,3.787142857,2.308571429,3.381428571,0.632857143,1.085714286,1.404285714,0.22,0.161428571,0.345714286,1.82684
202240,NY,36,-16.42857143,-7.142857143,15.85714286,-26.57142857,-24.57142857,3.857142857,2446,38,18008325,15386008,15,2035,167,71986,158,6153671,29443,333047,33354,367226,3.657142857,0.182857143,6.445714286,2.308571429,3.541428571,3.747142857,2.268571429,3.374285714,0.635714286,1.11,1.43,0.224285714,0.151428571,0.342857143,2.35321
202241,NY,36,-15.28571429,-7.571428571,31.71428571,-25.28571429,-26.14285714,3.571428571,2586,49,18042942,15420895,15.4,1990,109,72177,191,6181213,27542,307392,31843,339997,3.722857143,0.192857143,6.884285714,2.395714286,3.624285714,3.902857143,2.362857143,3.377142857,0.657142857,1.135714286,1.461428571,0.225714286,0.162857143,0.384285714,4.36652
202242,NY,36,,,,,,,2594,49,18071999,15448851,12.5,1916.333333,50.33333333,72585,408,6212702,31489,310159,29896,340814,3.792857143,0.195714286,7.171428571,2.42,3.601428571,4.022857143,2.394285714,3.398571429,0.672857143,1.125714286,1.438571429,0.228571429,0.165714286,0.361428571,2.62504
202243,NY,36,,,,,,,2631,105,18101873,15478550,11,,,73182,597,6241919,29217,324371,32688,357801,3.998571429,0.217142857,7.834285714,2.461428571,3.587142857,4,2.472857143,3.432857143,0.682857143,1.134285714,1.465714286,0.232857143,0.162857143,0.368571429,2.75031
202244,NY,36,,,,,,,2591,194,18127801,15507141,,,,73287,177,6272620,30701,182616,19515,202469,4.41,0.258,8.36,2.708,3.586,4.402,2.57,3.468,0.692,1.156,1.474,0.238,0.164,0.39,3.88556
202001,NC,37,,,,,,,,,,,,2003,0,,,,,,,,4.1325,0.1925,9.8425,2.61,4.5425,4.3025,3.3375,4.035,0.7075,1.39,1.6175,0.2025,0.1725,0.34,4.63372
202002,NC,37,,,,,,,,,,,,1984,0,,,,,,,,4.055714286,0.182857143,8.407142857,2.29,4.27,4.511428571,2.927142857,3.817142857,0.678571429,1.328571429,1.538571429,0.224285714,0.192857143,0.377142857,3.75719
202003,NC,37,,,,,,,,,,,,1902,0,,,,,,,,4.38,0.202857143,7.542857143,2.17,4.284285714,4.542857143,2.888571429,3.821428571,0.681428571,1.31,1.598571429,0.217142857,0.198571429,0.388571429,4.01566
202004,NC,37,,,,,,,,,,,,1994,149,0,0,0,0,,,,4.535714286,0.21,8.18,2.321428571,4.945714286,4.491428571,3.075714286,3.954285714,0.687142857,1.292857143,1.554285714,0.218571429,0.191428571,0.375714286,4.38388
202005,NC,37,,,,,,,,,,,,1983,129,0,0,0,0,,,,5.252857143,0.285714286,9.071428571,2.575714286,4.217142857,4.6,3.195714286,3.927142857,0.734285714,1.36,1.612857143,0.242857143,0.19,0.38,5.20219
202006,NC,37,,,,,,,,,,,,2053,193,0,0,0,0,,,,5.524285714,0.314285714,9.632857143,2.694285714,4.207142857,4.674285714,3.275714286,3.895714286,0.77,1.362857143,1.51,0.224285714,0.187142857,0.385714286,6.17641
202007,NC,37,6,-1,23,4,-1,-1,,,,,,2060,204,0,0,0,0,,,,5.038571429,0.264285714,8.841428571,2.562857143,4.29,4.668571429,3.152857143,3.945714286,0.735714286,1.334285714,1.55,0.228571429,0.191428571,0.404285714,5.32162
202008,NC,37,-0.571428571,-1.428571429,4.571428571,0.857142857,-4.428571429,2.571428571,,,,,,1924.666667,73.66666667,0,0,0,0,,,,4.558571429,0.237142857,8.207142857,2.48,4.305714286,4.555714286,2.97,3.742857143,0.7,1.324285714,1.527142857,0.218571429,0.185714286,0.387142857,4.7552
202009,NC,37,7.428571429,0.714285714,14.42857143,7.571428571,2.571428571,-1,,,,,,1972,0,0,0,0,0,,,,4.827142857,0.221428571,8.354285714,2.485714286,4.254285714,4.565714286,2.98,3.868571429,0.735714286,1.35,1.537142857,0.245714286,0.19,0.451428571,4.0863
202010,NC,37,9.571428571,5,22.14285714,5.714285714,2,-1.142857143,,,,,,2031.666667,0,0,0,2,2,35,5,40,5.21,0.261428571,9.311428571,2.922857143,4.044285714,4.51,3.034285714,3.875714286,0.802857143,1.307142857,1.478571429,0.317142857,0.174285714,0.411428571,4.286
202011,NC,37,6.428571429,12,47.42857143,0.857142857,-0.571428571,-0.285714286,,,,,,2024.666667,0,0,0,32,30,508,92,601,7.908571429,0.437142857,12.07428571,3.135714286,3.711428571,4.468571429,2.912857143,4.195714286,1.121428571,1.325714286,1.355714286,0.277142857,0.164285714,0.385714286,4.77454
202012,NC,37,-18.14285714,12,30.14285714,-22.28571429,-20.42857143,8.142857143,,,,,,2051.666667,0,0,0,287,255,6811,488,7299,12.55857143,0.681428571,11.39285714,3.578571429,3.875714286,3.644285714,2.437142857,3.925714286,1.561428571,1.521428571,1.171428571,0.194285714,0.131428571,0.338571429,5.13363
202013,NC,37,-34.28571429,-6.142857143,8.571428571,-41.71428571,-34,13.57142857,,,,,,1873,0,5,5,1105,818,14040,1407,15448,8.862857143,0.587142857,8.3,2.621428571,3.932857143,3.542857143,2.198571429,3.438571429,1.528571429,1.647142857,1.235714286,0.2,0.134285714,0.322857143,3.47877
202014,NC,37,-37.71428571,-11.71428571,8.285714286,-46.85714286,-40.85714286,15.57142857,,,,,,2009.333333,20,34,29,2635,1530,20243,2180,22432,6.922857143,0.45,6.531428571,2.105714286,3.974285714,3.685714286,2.125714286,3.318571429,1.331428571,1.571428571,1.26,0.208571429,0.138571429,0.352857143,2.19745
202015,NC,37,-37.42857143,-8.428571429,15.57142857,-48.14285714,-44.57142857,16,,,,,,1995.666667,38.66666667,89,55,4535,1900,18074,2576,20662,5.49,0.368571429,5.324285714,1.788571429,3.88,3.587142857,2.077142857,3.171428571,1.125714286,1.492857143,1.305714286,0.228571429,0.15,0.315714286,1.62681
202016,NC,37,-36.71428571,-12.85714286,6.428571429,-47.57142857,-42.71428571,15.57142857,,,,,,1983,58.66666667,187,98,6524,1989,13854,2709,16577,4.194285714,0.264285714,4.008571429,1.367142857,3.744285714,3.525714286,2.075714286,3.052857143,0.878571429,1.395714286,1.324285714,0.237142857,0.142857143,0.312857143,1.28345
202017,NC,37,-33.42857143,-10.57142857,5.142857143,-46.71428571,-40.71428571,15.42857143,,,,,,2063.666667,154.6666667,305,118,8929,2405,20317,3264,23589,3.955714286,0.228571429,3.667142857,1.228571429,3.741428571,3.677142857,2.095714286,3.095714286,0.824285714,1.335714286,1.311428571,0.237142857,0.15,0.315714286,1.25513
202018,NC,37,-26.85714286,-4.571428571,22.71428571,-41.28571429,-38.85714286,13,,,,,,1908,36,431,126,11929,3000,26649,3727,30398,3.775714286,0.204285714,3.307142857,1.164285714,3.812857143,3.73,2.108571429,3.095714286,0.772857143,1.307142857,1.312857143,0.22,0.151428571,0.32,0.971265
202019,NC,37,-23.14285714,1,26.71428571,-36.71428571,-36.42857143,12.42857143,,,,,,2019.333333,124.3333333,551,120,15002,3073,30694,4155,34868,4.668571429,0.191428571,3.081428571,1.107142857,3.684285714,3.704285714,2.091428571,2.991428571,0.71,1.225714286,1.307142857,0.212857143,0.138571429,0.315714286,0.954463
202020,NC,37,-22.14285714,0.428571429,49.14285714,-32.57142857,-34,11,,,,,,2004.666667,121.6666667,676,125,18754,3752,40914,5290,46227,4.98,0.195714286,3.05,1.102857143,3.75,3.814285714,2.122857143,3.054285714,0.691428571,1.224285714,1.352857143,0.211428571,0.152857143,0.337142857,0.988118
202021,NC,37,-22.85714286,-2.428571429,21,-32.57142857,-33.28571429,12.28571429,,,,,,2024.666667,150.6666667,778,102,23323,4569,53060,5933,59024,3.927142857,0.191428571,2.821428571,1.095714286,3.794285714,3.74,2.12,3.137142857,0.682857143,1.231428571,1.37,0.221428571,0.145714286,0.322857143,1.00803
202022,NC,37,-17.14285714,-1.285714286,46.28571429,-29.28571429,-34,11.28571429,,,,,,1937.333333,84.66666667,929,151,28736,5413,63881,6997,70981,3.49,0.197142857,2.717142857,1.102857143,3.864285714,3.762857143,2.191428571,3.171428571,0.727142857,1.275714286,1.407142857,0.218571429,0.148571429,0.337142857,0.846495
202023,NC,37,-11,4.142857143,71.71428571,-23.14285714,-26.85714286,8.142857143,,,,,,1924.333333,68,1028,99,35721,6985,68088,8593,76804,3.217142857,0.174285714,2.488571429,1.071428571,3.665714286,3.64,2.055714286,3.121428571,0.672857143,1.244285714,1.361428571,0.23,0.148571429,0.337142857,0.646061
202024,NC,37,-10.85714286,2.857142857,70.71428571,-23,-26.85714286,7.714285714,,,,,,1840.666667,10.66666667,1127,99,44295,8574,92675,10361,103170,3.364285714,0.2,2.608571429,1.098571429,3.825714286,4.014285714,2.255714286,3.385714286,0.691428571,1.267142857,1.482857143,0.225714286,0.16,0.384285714,0.66545
202025,NC,37,-12.57142857,1.857142857,50.85714286,-24.71428571,-27.57142857,8.285714286,,,,,,1904,63.33333333,1215,88,53009,8714,79363,9184,88692,3.55,0.221428571,2.97,1.201428571,3.94,4.087142857,2.372857143,3.422857143,0.707142857,1.341428571,1.527142857,0.218571429,0.16,0.384285714,0.725484
202026,NC,37,-11.14285714,2.857142857,81.14285714,-20.85714286,-27.57142857,7,,,,,,1911.333333,90.33333333,1353,138,62736,9727,104279,12036,116478,3.922857143,0.277142857,5.991428571,1.312857143,4.034285714,4.271428571,2.345714286,3.612857143,0.772857143,1.341428571,1.588571429,0.225714286,0.17,0.401428571,0.76754
202027,NC,37,-10.28571429,5.142857143,86.14285714,-21.28571429,-34.14285714,8,,,,,,1966.666667,147.6666667,1422,71,73779,11043,112056,13085,125350,4.022857143,0.271428571,3.934285714,1.351428571,4.051428571,4.16,2.335714286,3.684285714,0.747142857,1.348571429,1.565714286,0.232857143,0.158571429,0.398571429,0.812578
202028,NC,37,-11.57142857,0.285714286,72,-20.14285714,-30.14285714,7.857142857,,,,,,1935.666667,115.6666667,1513,91,86492,12713,128054,15329,143595,4.232857143,0.282857143,3.345714286,1.414285714,4.097142857,4.35,2.397142857,3.712857143,0.79,1.391428571,1.625714286,0.242857143,0.158571429,0.424285714,0.934659
202029,NC,37,-11,1,75.42857143,-21.14285714,-29,7.428571429,404,,,,,1975.666667,163.6666667,1648,135,100494,14002,152133,16585,168956,4.275714286,0.275714286,3.338571429,1.454285714,4.118571429,4.19,2.365714286,3.601428571,0.784285714,1.361428571,1.62,0.23,0.158571429,0.401428571,0.873593
202030,NC,37,-11.85714286,0.285714286,66.14285714,-21.85714286,-29,7.714285714,828,,,,,2084.666667,276.6666667,1811,163,114127,13633,159514,16329,176216,3.874285714,0.234285714,3.178571429,1.42,4.082857143,4.122857143,2.348571429,3.65,0.73,1.347142857,1.601428571,0.218571429,0.151428571,0.392857143,0.833476
202031,NC,37,-10.71428571,0.857142857,69.85714286,-22,-29.28571429,7.285714286,1130,,,,,2013.666667,205.6666667,1979,168,127080,12953,160673,15061,176078,3.695714286,0.222857143,3.142857143,1.381428571,4.092857143,4.072857143,2.33,3.685714286,0.692857143,1.307142857,1.544285714,0.222857143,0.157142857,0.372857143,0.710903
202032,NC,37,-11.28571429,-0.285714286,58,-22.57142857,-29.71428571,7.571428571,938,,,,,1996.666667,188.6666667,2184,205,138227,11147,142484,12178,154964,3.601428571,0.208571429,3.097142857,1.354285714,4.03,4.052857143,2.248571429,3.725714286,0.672857143,1.297142857,1.51,0.238571429,0.15,0.378571429,0.746064
202033,NC,37,-12,-1.714285714,56.71428571,-22.71428571,-29.42857143,6.857142857,640,,,,,2089.333333,279.3333333,2343,159,148020,9793,150827,11424,162586,3.445714286,0.214285714,3.085714286,1.335714286,3.92,4.042857143,2.231428571,3.524285714,0.645714286,1.241428571,1.508571429,0.23,0.165714286,0.378571429,0.686085
202034,NC,37,-13.42857143,-2.428571429,55.28571429,-23.85714286,-28.14285714,6.857142857,749,,,,,2051.333333,240.3333333,2521,178,158889,10869,153718,12146,166139,3.385714286,0.205714286,2.928571429,1.262857143,3.788571429,4.05,2.185714286,3.311428571,0.627142857,1.19,1.422857143,0.272857143,0.164285714,0.405714286,0.674559
202035,NC,37,-14.14285714,-2.714285714,53.71428571,-25,-27.14285714,6.714285714,1684,,,,,2006.333333,190.3333333,2683,162,170377,11488,161524,12617,174467,3.327142857,0.204285714,2.91,1.282857143,3.861428571,4.167142857,2.197142857,3.435714286,0.638571429,1.218571429,1.46,0.26,0.162857143,0.394285714,0.754712
202036,NC,37,-11.42857143,-0.571428571,62.57142857,-21.42857143,-27.85714286,5.857142857,1725,,,,,2096.333333,260.3333333,2889,206,180695,10318,165416,11709,177423,3.247142857,0.182857143,2.95,1.292857143,3.88,4.297142857,2.254285714,3.565714286,0.645714286,1.271428571,1.504285714,0.275714286,0.17,0.41,0.693095
202037,NC,37,-13,-2.285714286,73.57142857,-24,-33.14285714,6.285714286,682,,,,,2056,207,3047,158,188945,8250,155056,9345,164673,3.22,0.188571429,3.06,1.288571429,3.881428571,4.231428571,2.242857143,3.57,0.638571429,1.244285714,1.508571429,0.265714286,0.17,0.398571429,0.746296
202038,NC,37,-13.14285714,-3.428571429,56.71428571,-23.71428571,-25.85714286,5.714285714,671,,,,,2184.666667,333.6666667,3235,188,198266,9321,148317,9027,157519,3.285714286,0.18,3.104285714,1.274285714,3.821428571,4.245714286,2.211428571,3.508571429,0.668571429,1.242857143,1.477142857,0.287142857,0.165714286,0.405714286,0.676475
202039,NC,37,-12.85714286,-3.142857143,47.71428571,-24.57142857,-25.28571429,6.142857143,685,,,,,2004.666667,132.6666667,3440,205,207774,9508,181021,10563,191817,3.24,0.188571429,3.34,1.322857143,3.768571429,4.231428571,2.191428571,3.372857143,0.664285714,1.215714286,1.445714286,0.278571429,0.174285714,0.418571429,0.835768
202040,NC,37,-11.42857143,-1.714285714,49.14285714,-23.14285714,-24.57142857,5.285714286,687,,,,,1974.333333,100.6666667,3629,189,216886,9112,165279,11446,176908,3.334285714,0.22,3.455714286,1.388571429,3.852857143,4.398571429,2.361428571,3.351428571,0.681428571,1.652857143,1.46,0.298571429,0.172857143,0.452857143,0.870995
202041,NC,37,-12.85714286,-2.714285714,47.85714286,-23.57142857,-25.14285714,5.571428571,981,,,,,2047.333333,140.3333333,3765,136,229752,12866,206011,13578,219766,3.69,0.25,3.792857143,1.465714286,3.885714286,4.43,2.324285714,3.391428571,0.72,1.298571429,1.458571429,0.262857143,0.161428571,0.427142857,1.04975
202042,NC,37,-13.14285714,-3.285714286,45.71428571,-21.71428571,-25.28571429,6.142857143,1026,0,,,,2058,137.3333333,3929,164,243725,13973,208141,15443,223817,3.308571429,0.207142857,3.618571429,1.402857143,3.898571429,4.204285714,2.261428571,3.317142857,0.697142857,1.245714286,1.457142857,0.267142857,0.184285714,0.415714286,0.894208
202043,NC,37,-11.57142857,-2.142857143,62.71428571,-20,-24,5.142857143,1023,7,,,,2057.333333,144.6666667,4144,215,258292,14567,208379,15690,224288,3.311428571,0.218571429,3.74,1.435714286,3.908571429,4.342857143,2.28,3.354285714,0.677142857,1.235714286,1.508571429,0.262857143,0.175714286,0.421428571,0.958154
202044,NC,37,-12.42857143,-1.857142857,34.85714286,-24,-24.42857143,5.571428571,1013,9,,,,2068,152,4378,234,274635,16343,211235,16147,227634,3.181428571,0.201428571,3.687142857,1.404285714,3.784285714,4.108571429,2.267142857,3.272857143,0.678571429,1.224285714,1.448571429,0.27,0.172857143,0.387142857,0.855205
202045,NC,37,-12.57142857,-3.571428571,28.14285714,-26.71428571,-23.57142857,6.285714286,1100,4,,,,2284.666667,351.6666667,4605,227,291245,16610,230480,17740,248566,3.158571429,0.21,3.817142857,1.474285714,3.737142857,3.891428571,2.135714286,3.051428571,0.637142857,1.168571429,1.39,0.292857143,0.17,0.354285714,0.894659
202046,NC,37,-14.42857143,-5.285714286,18,-29.85714286,-25.28571429,7.428571429,1224,8,,,,2134.333333,190,4756,151,309118,17873,229099,21627,251083,3.37,0.224285714,3.94,1.517142857,3.985714286,4.317142857,2.265714286,3.242857143,0.692857143,1.262857143,1.491428571,0.261428571,0.187142857,0.395714286,0.935279
202047,NC,37,-14.14285714,-2.285714286,18.14285714,-28.28571429,-23,6.428571429,1450,16,,,,2082,142.6666667,5005,249,332261,23143,267810,24073,292347,3.614285714,0.23,4.21,1.545714286,3.938571429,4.208571429,2.251428571,3.295714286,0.7,1.271428571,1.455714286,0.248571429,0.175714286,0.398571429,0.973471
202048,NC,37,-19.71428571,-1,22.57142857,-31.42857143,-38,9.571428571,1548,13,,,,2210.333333,234.3333333,5219,214,357958,25697,275993,26250,302756,3.394285714,0.22,4.055714286,1.52,3.752857143,3.875714286,2.238571429,3.142857143,0.674285714,1.261428571,1.368571429,0.217142857,0.151428571,0.337142857,1.08362
202049,NC,37,-14.57142857,-3.857142857,1.428571429,-29.57142857,-23.57142857,7.571428571,1893,9,,,,2255.333333,261.3333333,5516,297,388552,30594,250353,33225,284025,3.591428571,0.24,4.317142857,1.542857143,3.98,4.087142857,2.27,3.231428571,0.685714286,1.288571429,1.432857143,0.241428571,0.172857143,0.368571429,1.17459
202050,NC,37,-15.28571429,-3.857142857,3.714285714,-33.85714286,-23,7.428571429,2159,7,,,,2297.333333,303.3333333,5796,280,429776,41224,307452,41340,349448,3.727142857,0.244285714,4.344285714,1.507142857,3.951428571,4.024285714,2.222857143,3.202857143,0.7,1.291428571,1.43,0.221428571,0.171428571,0.394285714,1.21888
202051,NC,37,-15,-2.285714286,-7.714285714,-31.85714286,-24.28571429,8.428571429,2302,9,0,0,,2391,379.3333333,6184,388,472268,42492,319638,42711,362988,3.51,0.237142857,4.255714286,1.465714286,3.828571429,3.865714286,2.184285714,3.125714286,0.667142857,1.317142857,1.434285714,0.215714286,0.15,0.361428571,1.19539
202052,NC,37,-20,0,-9.142857143,-33.42857143,-42.71428571,11.71428571,2561,16,0,0,,2462.333333,434.3333333,6526,342,513930,41662,270034,36319,307009,3.35,0.237142857,4.132857143,1.537142857,3.82,3.524285714,2.275714286,3.095714286,0.638571429,1.315714286,1.44,0.188571429,0.135714286,0.322857143,1.22095
202053,NC,37,-17.85714286,-4.857142857,0.857142857,-32.85714286,-41,12.57142857,2753,18,0,0,,2593.666667,545.6666667,6892,366,558437,44507,252187,48005,300806,3.697142857,0.258571429,4.621428571,1.594285714,4.358571429,4.075714286,2.545714286,3.347142857,0.705714286,1.441428571,1.865714286,0.188571429,0.132857143,0.355714286,1.36495
202101,NC,37,-20.28571429,-6.571428571,-16.42857143,-33.28571429,-27.57142857,10.57142857,3207,11,0,0,,2680.333333,598.3333333,7425,533,614355,55918,329577,59491,389773,3.545714286,0.244285714,4.202857143,1.444285714,4.268571429,4.117142857,2.307142857,3.297142857,0.711428571,1.401428571,1.485714286,0.221428571,0.15,0.371428571,1.21819
202102,NC,37,-21.71428571,-9.285714286,-11.71428571,-35.85714286,-26.28571429,9.571428571,3157,13,0,0,,2717.666667,627.6666667,8016,591,667826,53471,341242,47705,389670,3.452857143,0.237142857,4.024285714,1.365714286,4.09,4.187142857,2.277142857,3.304285714,0.717142857,1.348571429,1.477142857,0.225714286,0.151428571,0.398571429,1.02884
202103,NC,37,-22.28571429,-10.57142857,-3,-36.85714286,-28.28571429,9.571428571,2697,3,0,0,,2641,561.3333333,8586,570,712716,44890,312980,40235,353825,3.382857143,0.212857143,3.928571429,1.358571429,4.182857143,4.207142857,2.3,3.342857143,0.71,1.367142857,1.508571429,0.237142857,0.155714286,0.38,0.932488
202104,NC,37,-22.85714286,-11.28571429,-17.57142857,-37.71428571,-26.28571429,9.857142857,2382,11,0,0,,2675.666667,581.6666667,9287,701,752627,39911,303833,32565,336900,3.335714286,0.198571429,3.825714286,1.348571429,4.112857143,4.265714286,2.345714286,3.411428571,0.721428571,1.347142857,1.54,0.25,0.168571429,0.392857143,0.80029
202105,NC,37,-21.71428571,-10.42857143,-21.42857143,-37.28571429,-26.14285714,9.285714286,1923,8,0,0,,2454.333333,374.6666667,9926,639,791521,38894,297446,27581,325488,3.292857143,0.192857143,3.762857143,1.388571429,4.134285714,4.318571429,2.37,3.444285714,0.724285714,1.371428571,1.534285714,0.252857143,0.181428571,0.405714286,0.672707
202106,NC,37,-21.85714286,-8.142857143,-21.42857143,-35.57142857,-26.14285714,9.285714286,1533,13,0,0,,2361.666667,289.3333333,10453,527,818724,27203,269742,21275,291390,3.208571429,0.182857143,3.57,1.39,4.075714286,4.284285714,2.444285714,3.458571429,0.692857143,1.371428571,1.547142857,0.264285714,0.184285714,0.421428571,0.687787
202107,NC,37,-20.85714286,-8,-20.14285714,-35.42857143,-27,10.28571429,1261,10,1322709,0,,2314.666667,224,10896,443,840096,21372,235726,16691,252702,3.01,0.158571429,3.474285714,1.354285714,4.098571429,4.268571429,2.475714286,3.461428571,0.67,1.355714286,1.531428571,0.24,0.175714286,0.42,0.603504
202108,NC,37,-16.28571429,-6.428571429,5.428571429,-30.28571429,-23.28571429,7.428571429,981,5,1451906,0,,2137.666667,102.6666667,11212,316,858548,18452,247009,14174,261444,3.01,0.151428571,3.45,1.344285714,4.114285714,4.568571429,2.517142857,3.524285714,0.691428571,1.328571429,1.554285714,0.248571429,0.168571429,0.427142857,0.625619
202109,NC,37,-12.57142857,-3,11.28571429,-27.28571429,-23,6.571428571,849,2,1706016,936909,,2079.666667,64.66666667,11502,290,872176,13628,210167,10940,221321,2.902857143,0.147142857,3.365714286,1.31,3.99,4.48,2.512857143,3.502857143,0.668571429,1.265714286,1.512857143,0.26,0.184285714,0.415714286,0.502757
202110,NC,37,-10.42857143,-1.857142857,31.28571429,-23.71428571,-23.42857143,6,796,5,2014895,1129823,,2000,11.33333333,11691,189,882715,10539,198146,9501,207797,3.047142857,0.161428571,3.595714286,1.301428571,3.862857143,4.414285714,2.534285714,3.532857143,0.658571429,1.198571429,1.485714286,0.251428571,0.18,0.414285714,0.572041
