date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2021-08-14,202132,ME,23,32.857142857142900,37.142857142857100,288.2857142857140,51.142857142857100,-19.285714285714300,1.5714285714285700,279.4014285714290,77.0,0.0,937015.0,759375.0,83.70441375714290,4.375879442857140,,,,,316.0,34.0,904.0,3.0,0.7153935428571430,0.7525320285714290,72522.0,1216.0,22957.0,1236.0,24217.0
2021-08-21,202133,ME,23,33.42857142857140,36.57142857142860,279.14285714285700,51.285714285714300,-18.714285714285700,1.5714285714285700,275.0314285714290,100.0,0.0,946588.0,764647.0,82.92282511428570,9.388446585714290,,,,,302.6666666666670,18.666666666666700,924.0,20.0,1.3045803,1.2752657142857100,73660.0,1138.0,24920.0,1407.0,26362.0
2021-08-28,202134,ME,23,28.714285714285700,31.0,228.85714285714300,39.57142857142860,-18.857142857142900,2.4285714285714300,255.60857142857100,133.0,0.0,957643.0,771025.0,83.35027357142860,9.587029342857140,,,,,297.0,11.333333333333300,930.0,6.0,1.5278084428571400,1.4995427285714300,75381.0,1721.0,28835.0,1679.0,30556.0
2021-09-04,202135,ME,23,27.571428571428600,30.857142857142900,208.42857142857100,40.857142857142900,-19.0,1.7142857142857100,241.0857142857140,146.0,0.0,968137.0,777991.0,95.5776573,7.1106167,,,,,312.6666666666670,23.666666666666700,940.0,10.0,0.7684450285714290,0.7507305571428570,78069.0,2688.0,29765.0,1892.0,31732.0
2021-09-11,202136,ME,23,23.285714285714300,27.285714285714300,203.85714285714300,31.285714285714300,-23.0,3.0,233.57000000000000,118.0,0.0,975584.0,784423.0,83.24443724285710,12.776413814285700,,,,,323.0,34.0,961.0,21.0,1.1332219428571400,1.183489342857140,80513.0,2444.0,32181.0,1725.0,33986.0
2021-09-18,202137,ME,23,20.857142857142900,28.0,184.42857142857100,30.285714285714300,-16.857142857142900,1.5714285714285700,228.80428571428600,180.0,0.0,984364.0,792877.0,83.57953178571430,17.837933442857100,,,,,321.3333333333330,30.333333333333300,982.0,21.0,1.4047836142857100,1.4047836142857100,83909.0,3396.0,39232.0,1879.0,41160.0
2021-09-25,202138,ME,23,19.428571428571400,25.714285714285700,173.28571428571400,27.714285714285700,-14.714285714285700,1.8571428571428600,227.29142857142900,176.0,0.0,991454.0,801258.0,82.25322031428570,13.191981200000000,,,,,331.0,38.0,1013.0,31.0,1.1850136714285700,1.1264897,87192.0,3283.0,40024.0,1799.0,41875.0
2021-10-02,202139,ME,23,18.0,24.142857142857100,152.14285714285700,24.0,-14.285714285714300,2.142857142857140,231.22428571428600,168.0,0.0,998694.0,807635.0,83.63538132857140,13.417409885714300,,,,,339.6666666666670,46.666666666666700,1026.0,13.0,1.1956131714285700,1.2531773142857100,91468.0,4276.0,35864.0,1628.0,37526.0
2021-10-09,202140,ME,23,19.0,25.857142857142900,213.42857142857100,29.714285714285700,-15.142857142857100,1.4285714285714300,247.86,109.0,0.0,1005290.0,812637.0,85.11454295714290,14.646744485714300,,,,,350.6666666666670,56.666666666666700,1075.0,49.0,1.6014386285714300,1.6746351142857100,94948.0,3480.0,37758.0,2005.0,39803.0
2021-10-16,202141,ME,23,17.857142857142900,24.857142857142900,162.42857142857100,27.857142857142900,-17.428571428571400,2.4285714285714300,237.93714285714300,155.0,1.0,1011790.0,818299.0,83.17784295714290,13.179152014285700,,,,,369.3333333333330,71.33333333333330,1095.0,20.0,1.7391967714285700,1.7817436857142900,97725.0,2777.0,38045.0,2621.0,40713.0
2021-10-23,202142,ME,23,12.142857142857100,18.857142857142900,98.71428571428570,16.714285714285700,-14.428571428571400,2.5714285714285700,209.5357142857140,167.0,0.0,1019103.0,824060.0,83.8602098,12.427018185714300,,,,,330.0,29.0,1122.0,27.0,1.325146242857140,1.5434742285714300,100967.0,3242.0,39725.0,2528.0,42314.0
2021-10-30,202143,ME,23,6.857142857142860,16.285714285714300,49.285714285714300,3.857142857142860,-15.0,3.7142857142857100,180.8742857142860,154.0,0.0,1029951.0,831937.0,85.40425628571430,17.571318157142900,,,,,347.6666666666670,42.666666666666700,1167.0,45.0,1.3319000142857100,1.3319000142857100,104259.0,3292.0,41723.0,2849.0,44638.0
2021-11-06,202144,ME,23,6.571428571428570,16.428571428571400,63.57142857142860,1.7142857142857100,-15.0,3.142857142857140,169.34857142857100,169.0,0.0,1041524.0,840852.0,97.21439122857140,13.7557819,,,,,386.6666666666670,81.66666666666670,1207.0,40.0,1.022264342857140,1.1182974857142900,107772.0,3513.0,42258.0,3365.0,45674.0
2021-11-13,202145,ME,23,4.857142857142860,15.0,46.142857142857100,-0.42857142857142900,-18.285714285714300,4.428571428571430,167.84285714285700,187.0,0.0,1059378.0,850442.0,84.86115155714290,16.71508924285710,,,,,375.0,67.0,1230.0,23.0,1.970155557142860,2.118087157142860,111145.0,3373.0,43856.0,4625.0,48566.0
2021-11-20,202146,ME,23,3.0,14.857142857142900,31.857142857142900,-1.2857142857142900,-15.0,4.142857142857140,163.52714285714300,229.0,2.0,1082771.0,859469.0,85.0316861142857,19.06053035714290,,,,,357.6666666666670,51.666666666666700,1271.0,41.0,1.8073725285714300,1.8345832142857100,115863.0,4718.0,46628.0,5669.0,52385.0
2021-11-27,202147,ME,23,-6.0,9.857142857142860,22.428571428571400,-6.142857142857140,-33.714285714285700,8.0,153.96857142857100,267.0,1.0,1093735.0,863547.0,84.18731097142860,16.765358728571400,,,,,379.6666666666670,71.66666666666670,1303.0,32.0,1.650717542857140,1.7234607142857100,118489.0,2626.0,36112.0,5310.0,41490.0
2021-12-04,202148,ME,23,2.2857142857142900,12.0,10.857142857142900,-2.7142857142857100,-14.857142857142900,4.857142857142860,159.86857142857100,247.0,5.0,1110977.0,878438.0,83.1834075,15.20009862857140,,,,,355.6666666666670,47.666666666666700,1336.0,33.0,1.6124124428571400,1.7082357285714300,123118.0,4629.0,50390.0,7373.0,57878.0
2021-12-11,202149,ME,23,-0.7142857142857140,10.0,-0.5714285714285710,-11.0,-15.0,6.0,156.59714285714300,324.0,2.0,1123628.0,898132.0,85.3419481,14.8457881,,,,,413.6666666666670,103.66666666666700,1367.0,31.0,2.0111495285714300,2.032516014285710,129997.0,6879.0,51772.0,6798.0,58681.0
2021-12-18,202150,ME,23,8.857142857142860,18.714285714285700,12.0,-4.714285714285710,-14.142857142857100,4.285714285714290,164.07428571428600,293.0,1.0,1137195.0,914595.0,85.1658563142857,20.702556085714300,,,,,389.3333333333330,74.33333333333330,1441.0,74.0,2.4161888285714300,2.381292157142860,136400.0,6403.0,54216.0,6798.0,61196.0
2021-12-25,202151,ME,23,-5.428571428571430,12.428571428571400,3.4285714285714300,-11.571428571428600,-35.857142857142900,8.285714285714290,142.30285714285700,227.0,1.0,1145891.0,921863.0,88.26448482857140,19.21578287142860,,,,,379.6666666666670,66.66666666666670,1475.0,34.0,2.0351723428571400,2.0782586142857100,141780.0,5380.0,40380.0,6105.0,46572.0
2022-01-01,202152,ME,23,-1.1428571428571400,7.142857142857140,21.571428571428600,-7.428571428571430,-36.857142857142900,9.142857142857140,165.36,231.0,2.0,1154119.0,928996.0,98.12697167142860,16.171929785714300,,,,,378.3333333333330,64.33333333333330,1531.0,56.0,2.268402271428570,2.485441014285710,146736.0,4956.0,32253.0,7822.0,40146.0
2022-01-08,202201,ME,23,-13.714285714285700,5.428571428571430,-0.14285714285714300,-16.428571428571400,-21.857142857142900,8.857142857142860,141.5557142857140,249.0,4.0,1165218.0,939315.0,85.43169487142860,20.926359185714300,,,,,366.6666666666670,51.666666666666700,1603.0,72.0,3.007387214285710,3.0684844857142900,153376.0,6640.0,51312.0,14313.0,65843.0
2022-01-15,202202,ME,23,-14.714285714285700,4.571428571428570,-3.5714285714285700,-18.428571428571400,-20.571428571428600,8.0,146.80285714285700,247.0,0.0,1174978.0,947273.0,86.2549874,27.581154385714300,,,,,337.0,26.666666666666700,1658.0,55.0,3.7913869142857100,3.855635014285710,160857.0,7481.0,53661.0,19377.0,73353.0
2022-01-22,202203,ME,23,-15.428571428571400,1.1428571428571400,5.714285714285710,-18.714285714285700,-22.714285714285700,8.571428571428570,148.34142857142900,267.0,0.0,1184940.0,954685.0,86.57067381428570,27.76336827142860,,,,,401.0,89.0,1698.0,40.0,3.596104,3.711376685714290,166898.0,6041.0,46776.0,16306.0,63384.0
2022-01-29,202204,ME,23,-18.857142857142900,1.1428571428571400,1.2857142857142900,-23.714285714285700,-23.0,8.428571428571430,135.24714285714300,242.0,1.0,1189913.0,959671.0,83.95524452857140,32.1973145,,,,,375.3333333333330,63.333333333333300,1738.0,40.0,3.5324807714285700,3.5502889714285700,174225.0,7327.0,51121.0,10354.0,61755.0
2022-02-05,202205,ME,23,-15.0,0.2857142857142860,2.4285714285714300,-21.142857142857100,-20.571428571428600,8.285714285714290,141.34142857142900,267.0,3.0,1192682.0,962515.0,85.21408105714290,33.96852344285710,,,,,366.6666666666670,54.666666666666700,1804.0,66.0,2.3377473285714300,2.2859893714285700,181010.0,6785.0,44779.0,5851.0,50825.0
2022-02-12,202206,ME,23,-4.142857142857140,8.857142857142860,18.0,-9.714285714285710,-15.285714285714300,5.0,163.00142857142900,210.0,7.0,1195642.0,967004.0,85.39034295714290,26.001632042857100,,,,,334.3333333333330,26.333333333333300,1828.0,24.0,2.1419544428571400,2.1813181285714300,187697.0,6687.0,34399.0,3593.0,38121.0
2022-02-19,202207,ME,23,-4.714285714285710,8.142857142857140,11.714285714285700,-8.142857142857140,-14.714285714285700,4.714285714285710,165.3714285714290,142.0,4.0,1198247.0,970661.0,82.6821796,28.973864800000000,,,,,360.6666666666670,46.666666666666700,1960.0,132.0,2.1242190285714300,2.1242190285714300,213770.0,26073.0,33042.0,2406.0,35566.0
2022-02-26,202208,ME,23,-4.0,3.4285714285714300,27.428571428571400,-7.857142857142860,-26.285714285714300,7.142857142857140,171.05,91.0,2.0,1197813.0,972449.0,84.31013527142860,21.6433942,,,,,296.3333333333330,0.0,2064.0,104.0,1.4544101,1.2901896428571400,226120.0,12350.0,27776.0,1496.0,29361.0
2022-03-05,202209,ME,23,-2.5714285714285700,6.142857142857140,15.0,-4.857142857142860,-13.857142857142900,4.142857142857140,169.70857142857100,79.0,3.0,1200457.0,974595.0,83.97524307142860,17.722940442857100,,,,,287.0,0.0,2135.0,71.0,1.4830139857142900,1.4059709285714300,230720.0,4600.0,29252.0,1198.0,30546.0
2022-03-12,202210,ME,23,-6.428571428571430,3.0,18.285714285714300,-10.0,-13.714285714285700,5.0,167.38857142857100,71.0,2.0,1199509.0,976135.0,84.65464421428570,18.24467615714290,,,,,361.6666666666670,49.666666666666700,2145.0,10.0,0.8917517571428570,0.8917517571428570,232293.0,1573.0,23077.0,875.0,24016.0
2022-03-19,202211,ME,23,-3.2857142857142900,3.857142857142860,33.0,-5.142857142857140,-15.0,4.571428571428570,175.21285714285700,61.0,1.0,1200799.0,977701.0,11.912298485714300,15.066970385714300,,,,,277.3333333333330,0.0,2182.0,37.0,2.1289783285714300,2.2367043,233696.0,1403.0,22266.0,876.0,23213.0
2022-03-26,202212,ME,23,-3.5714285714285700,3.4285714285714300,38.857142857142900,-7.0,-13.571428571428600,4.285714285714290,149.53714285714300,76.0,3.0,1201869.0,978830.0,,2.5317796,,,,,286.6666666666670,0.0,2195.0,13.0,1.4596430571428600,1.4596430571428600,234839.0,1143.0,19867.0,883.0,20780.0
2022-04-02,202213,ME,23,-1.5714285714285700,4.714285714285710,33.142857142857100,-6.428571428571430,-13.142857142857100,3.857142857142860,177.01857142857100,65.0,10.0,1204145.0,980533.0,,,,,,,295.6666666666670,3.0,2202.0,7.0,0.22287770000000000,0.22287770000000000,236258.0,1419.0,26396.0,1013.0,27493.0
2022-04-09,202214,ME,23,0.0,7.285714285714290,47.0,-5.571428571428570,-13.285714285714300,3.857142857142860,179.31714285714300,69.0,11.0,1207126.0,983284.0,,,,,,,288.3333333333330,3.0,2222.0,20.0,,,237717.0,1459.0,25305.0,1288.0,26658.0
2022-04-16,202215,ME,23,3.0,14.571428571428600,62.42857142857140,-0.5714285714285710,-14.142857142857100,3.2857142857142900,,73.0,15.0,1208319.0,985619.0,,,,,,,,,2276.0,54.0,,,240086.0,2369.0,27904.0,1658.0,29658.0
2022-04-23,202216,ME,23,-4.8,1.8,74.6,3.8,-28.4,4.6,,95.0,25.0,1212756.0,988351.0,,,,,,,,,2280.0,4.0,,,242033.0,1947.0,10437.0,727.0,11200.0
2020-01-04,202001,MD,24,,,,,,,,,,,,,,,,,,1049.0,0.0,,,,,,,,,
2020-01-11,202002,MD,24,,,,,,,,,,,,,,,,,,1035.0,0.0,,,,,,,,,
2020-01-18,202003,MD,24,,,,,,,91.95,,,,,,,,,,,988.0,0.0,,,,,,,,,
2020-01-25,202004,MD,24,,,,,,,105.83428571428600,,,,,,,,,,,1003.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-01,202005,MD,24,,,,,,,105.07142857142900,,,,,,,,,,,1034.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-08,202006,MD,24,,,,,,,104.37714285714300,,,,,,,,,,,1004.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-15,202007,MD,24,2.0,0.0,4.0,1.0,0.0,-1.0,113.77428571428600,,,,,,,,,,,1019.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-22,202008,MD,24,3.142857142857140,-0.14285714285714300,18.571428571428600,-1.2857142857142900,-2.857142857142860,0.7142857142857140,113.86857142857100,,,,,,,,,,,973.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-02-29,202009,MD,24,3.0,0.5714285714285710,10.571428571428600,0.7142857142857140,3.0,-0.2857142857142860,113.61857142857100,,,,,,,,,,,1082.0,0.0,0.0,0.0,,,0.0,0.0,,,
2020-03-07,202010,MD,24,5.571428571428570,4.142857142857140,27.142857142857100,1.0,3.2857142857142900,-0.5714285714285710,116.61,,,,,,,,,,0.1,1049.0,0.0,0.0,0.0,,,3.0,3.0,,,
2020-03-14,202011,MD,24,3.4285714285714300,10.142857142857100,55.142857142857100,-4.428571428571430,0.14285714285714300,0.8571428571428570,107.72,,,,,,,,,,0.3,1005.0,0.0,0.0,0.0,,,27.0,24.0,1041.0,84.0,1126.0
2020-03-21,202012,MD,24,-21.428571428571400,2.857142857142860,36.142857142857100,-34.0,-29.571428571428600,13.142857142857100,74.00571428571430,,,,,,,,,,1.9,1062.6666666666700,0.0,2.0,2.0,,,193.0,166.0,5397.0,428.0,5827.0
2020-03-28,202013,MD,24,-40.0,-19.0,6.0,-52.285714285714300,-45.142857142857100,19.857142857142900,56.862857142857100,,,,,,,,,,7.6,1086.0,24.0,5.0,3.0,,,995.0,802.0,13109.0,1765.0,14874.0
2020-04-04,202014,MD,24,-41.714285714285700,-20.142857142857100,2.4285714285714300,-54.142857142857100,-49.857142857142900,21.428571428571400,52.56571428571430,,,,,,,,,,11.7,1162.3333333333300,114.33333333333300,54.0,49.0,,,3125.0,2130.0,17979.0,4421.0,22418.0
2020-04-11,202015,MD,24,-42.285714285714300,-20.571428571428600,11.571428571428600,-55.285714285714300,-52.285714285714300,22.142857142857100,55.63142857142860,,,,,,,,,,15.1,1282.3333333333300,249.33333333333300,206.0,152.0,0.5218504857142860,0.5314471857142860,7694.0,4569.0,22504.0,7301.0,29839.0
2020-04-18,202016,MD,24,-44.0,-23.142857142857100,-4.428571428571430,-55.142857142857100,-51.57142857142860,22.428571428571400,59.38571428571430,,,,,,,,,,18.1,1257.3333333333300,224.33333333333300,421.0,215.0,0.44796598571428600,0.4669807,12326.0,4632.0,17843.0,7728.0,25594.0
2020-04-25,202017,MD,24,-40.285714285714300,-20.285714285714300,10.142857142857100,-53.857142857142900,-49.857142857142900,21.428571428571400,65.71428571428570,,,,,,,,,,19.7,1407.3333333333300,383.3333333333330,875.0,454.0,0.4322137571428570,0.47994578571428600,17766.0,5440.0,23338.0,8865.0,32240.0
2020-05-02,202018,MD,24,-38.285714285714300,-18.285714285714300,11.571428571428600,-52.0,-49.142857142857100,20.0,70.11714285714290,,,,,,,,,,19.7,1381.0,363.0,1251.0,376.0,0.5418295285714290,0.5484834428571430,24473.0,6707.0,28854.0,10047.0,38971.0
2020-05-09,202019,MD,24,-34.285714285714300,-12.428571428571400,17.714285714285700,-49.42857142857140,-46.857142857142900,19.714285714285700,77.19,,,,,,,,,,17.8,1307.0,297.0,1614.0,363.0,0.5732546714285710,0.5924120000000000,31534.0,7061.0,33533.0,9892.0,43549.0
2020-05-16,202020,MD,24,-31.428571428571400,-12.0,69.71428571428570,-44.714285714285700,-45.0,17.857142857142900,66.74142857142860,,,,,,,,,,15.9,1301.0,293.0,1957.0,343.0,0.2687726857142860,0.25695582857142900,37968.0,6434.0,39216.0,8631.0,47958.0
2020-05-23,202021,MD,24,-29.571428571428600,-10.857142857142900,56.285714285714300,-43.57142857142860,-43.142857142857100,17.714285714285700,96.95571428571430,,,,,,,,,,14.2,1236.6666666666700,238.66666666666700,2243.0,286.0,0.5136983428571430,0.5327559285714290,45495.0,7527.0,50937.0,8808.0,59897.0
2020-05-30,202022,MD,24,-28.0,-9.571428571428570,102.14285714285700,-41.142857142857100,-44.0,17.142857142857100,104.08714285714300,,,,,,,,,,12.1,1167.6666666666700,179.33333333333300,2509.0,266.0,0.6843055857142860,0.7059302428571430,52015.0,6520.0,68933.0,9157.0,78239.0
2020-06-06,202023,MD,24,-22.428571428571400,-5.428571428571430,99.85714285714290,-36.0,-37.285714285714300,14.571428571428600,113.42857142857100,,,,,,,,,,9.1,1089.0,120.66666666666700,2740.0,231.0,0.8661401142857140,0.9059899857142860,57482.0,5467.0,84368.0,7514.0,92098.0
2020-06-13,202024,MD,24,-19.571428571428600,-3.7142857142857100,125.71428571428600,-33.857142857142900,-35.42857142857140,13.285714285714300,123.7057142857140,,,,,,,,,,6.6,1094.3333333333300,116.0,2926.0,186.0,0.5200037,0.5605415285714290,61305.0,3823.0,78681.0,6725.0,85772.0
2020-06-20,202025,MD,24,-17.857142857142900,-3.142857142857140,101.28571428571400,-33.57142857142860,-35.142857142857100,12.571428571428600,124.44714285714300,,,,,,,,,,5.1,1025.0,64.0,3052.0,126.0,0.3646571714285710,0.3935712714285710,63956.0,2651.0,73773.0,5926.0,79975.0
2020-06-27,202026,MD,24,-15.857142857142900,-3.142857142857140,118.71428571428600,-29.714285714285700,-35.142857142857100,11.714285714285700,134.61714285714300,,,,,,,,,,3.9,992.6666666666670,40.0,3157.0,105.0,0.5522677428571430,0.5566806,66450.0,2494.0,76390.0,4759.0,81501.0
2020-07-04,202027,MD,24,-12.0,0.8571428571428570,138.0,-30.285714285714300,-38.57142857142860,11.285714285714300,137.0914285714290,,,,,,,,,,4.7,1020.6666666666700,58.666666666666700,3236.0,79.0,0.33650261428571400,0.3653642857142860,69341.0,2891.0,93692.0,5880.0,99770.0
2020-07-11,202028,MD,24,-14.285714285714300,-3.2857142857142900,109.57142857142900,-30.857142857142900,-35.142857142857100,11.428571428571400,137.2857142857140,,,,,,,,,,5.2,1006.3333333333300,42.666666666666700,3310.0,74.0,0.3790599857142860,0.3412273571428570,72467.0,3126.0,108372.0,6408.0,114958.0
2020-07-18,202029,MD,24,-12.428571428571400,-2.0,125.14285714285700,-32.714285714285700,-34.42857142857140,11.142857142857100,140.6342857142860,176.0,,,,,,,,,6.3,1005.3333333333300,44.333333333333300,3368.0,58.0,0.5305157714285710,0.5217078857142860,77206.0,4739.0,156440.0,10776.0,167476.0
2020-07-25,202030,MD,24,-14.571428571428600,-4.0,91.57142857142860,-35.285714285714300,-35.0,11.714285714285700,138.9857142857140,387.0,,,,,,,,,7.8,979.6666666666670,28.0,3433.0,65.0,0.5146603000000000,0.5120788285714290,83054.0,5848.0,168424.0,10572.0,179222.0
2020-08-01,202031,MD,24,-13.428571428571400,-4.0,102.28571428571400,-35.857142857142900,-35.142857142857100,11.285714285714300,138.52285714285700,504.0,,,,,,,,,8.0,1040.6666666666700,88.66666666666670,3506.0,73.0,0.2995107,0.3497703714285710,89365.0,6311.0,185230.0,12008.0,197531.0
2020-08-08,202032,MD,24,-14.714285714285700,-5.428571428571430,93.42857142857140,-38.714285714285700,-35.714285714285700,11.714285714285700,136.11285714285700,402.0,,,,,,,,,6.8,983.0,36.666666666666700,3577.0,71.0,0.5078845428571430,0.5477116,94581.0,5216.0,181690.0,9868.0,191803.0
2020-08-15,202033,MD,24,-14.714285714285700,-6.0,93.28571428571430,-38.142857142857100,-35.285714285714300,11.0,138.8028571428570,399.0,,,,,,,,,5.1,1043.6666666666700,91.66666666666670,3636.0,59.0,0.5264381571428570,0.5641116857142860,99693.0,5112.0,186082.0,9020.0,195579.0
2020-08-22,202034,MD,24,-14.714285714285700,-6.0,101.85714285714300,-37.142857142857100,-34.857142857142900,10.142857142857100,139.47285714285700,393.0,,,,,,,,,5.4,982.3333333333330,32.666666666666700,3685.0,49.0,0.5875329857142860,0.5694915428571430,103523.0,3830.0,132410.0,6496.0,139154.0
2020-08-29,202035,MD,24,-15.0,-6.857142857142860,87.14285714285710,-37.714285714285700,-34.42857142857140,10.571428571428600,134.73142857142900,354.0,,,,,,,,,4.5,1021.0,66.0,3746.0,61.0,0.3745766285714290,0.42495820000000000,107294.0,3771.0,157007.0,7129.0,164370.0
2020-09-05,202036,MD,24,-14.0,-5.142857142857140,96.71428571428570,-36.0,-34.285714285714300,9.857142857142860,134.87285714285700,311.0,,,,,,,,,4.3,1027.6666666666700,72.66666666666670,3796.0,50.0,0.3983411428571430,0.4097656571428570,111607.0,4313.0,138711.0,8130.0,147137.0
2020-09-12,202037,MD,24,-15.285714285714300,-6.714285714285710,112.71428571428600,-38.285714285714300,-38.42857142857140,11.0,132.75,307.0,,,,,,,,,4.4,983.3333333333330,22.0,3836.0,40.0,0.46123005714285700,0.46123005714285700,115533.0,3926.0,148953.0,8601.0,157834.0
2020-09-19,202038,MD,24,-13.714285714285700,-6.428571428571430,98.85714285714290,-35.857142857142900,-32.285714285714300,9.571428571428570,132.55714285714300,310.0,,,,,,,,,4.1,974.6666666666670,12.666666666666700,3876.0,40.0,0.31617992857142900,0.29053487142857100,119744.0,4211.0,193598.0,8669.0,202515.0
2020-09-26,202039,MD,24,-15.285714285714300,-7.428571428571430,75.42857142857140,-37.142857142857100,-31.714285714285700,10.285714285714300,126.91714285714300,315.0,,,,,,,,,4.5,1054.6666666666700,83.66666666666670,3925.0,49.0,0.41206844285714300,0.4381481142857140,122972.0,3228.0,175384.0,6883.0,182485.0
2020-10-03,202040,MD,24,-15.0,-6.857142857142860,68.71428571428570,-37.0,-31.0,10.0,126.51714285714300,349.0,,,,,,,,,4.7,1060.3333333333300,85.33333333333330,3957.0,32.0,0.2586112142857140,0.3001278571428570,126819.0,3847.0,166764.0,8174.0,175100.0
2020-10-10,202041,MD,24,-15.285714285714300,-6.714285714285710,79.71428571428570,-35.57142857142860,-31.0,9.714285714285710,125.35428571428600,396.0,,,,,,,,,5.5,1069.0,97.0,3995.0,38.0,0.4782329571428570,0.5076775857142860,130795.0,3976.0,165577.0,7698.0,173394.0
2020-10-17,202042,MD,24,-17.714285714285700,-8.857142857142860,46.142857142857100,-37.42857142857140,-32.0,11.0,121.66000000000000,381.0,0.0,,,,,,,,5.7,1037.6666666666700,55.666666666666700,4036.0,41.0,0.26005167142857100,0.25821088571428600,135127.0,4332.0,124372.0,8103.0,132555.0
2020-10-24,202043,MD,24,-17.0,-8.0,74.57142857142860,-35.0,-30.142857142857100,10.142857142857100,123.91,431.0,0.0,,,,,,,,6.2,1080.0,84.0,4091.0,55.0,0.2735691714285710,0.32617492857142900,139487.0,4360.0,195618.0,10314.0,206080.0
2020-10-31,202044,MD,24,-18.714285714285700,-8.857142857142860,28.285714285714300,-39.285714285714300,-31.142857142857100,11.0,118.1442857142860,485.0,1.0,,,,,,,,7.4,1049.3333333333300,55.333333333333300,4147.0,56.0,0.4955987571428570,0.4692652571428570,145281.0,5794.0,194303.0,11866.0,206296.0
2020-11-07,202045,MD,24,-17.714285714285700,-9.428571428571430,37.57142857142860,-40.57142857142860,-31.142857142857100,11.285714285714300,111.55571428571400,603.0,3.0,,,,,,,,9.8,1061.6666666666700,68.66666666666670,4201.0,54.0,0.6697316428571430,0.7192261857142860,152915.0,7634.0,196001.0,15407.0,211578.0
2020-11-14,202046,MD,24,-19.142857142857100,-9.571428571428570,30.142857142857100,-41.0,-31.857142857142900,12.0,107.89857142857100,963.0,2.0,,,,,,,,14.6,1071.6666666666700,64.0,4293.0,92.0,0.4925665714285710,0.4839237285714290,164090.0,11175.0,202184.0,24392.0,226784.0
2020-11-21,202047,MD,24,-20.714285714285700,-8.857142857142860,12.428571428571400,-40.57142857142860,-31.285714285714300,12.428571428571400,104.49142857142900,1233.0,5.0,,,,,,,,18.7,1171.0,147.0,4415.0,122.0,0.6710923142857140,0.6772925857142860,179971.0,15881.0,253896.0,30077.0,284464.0
2020-11-28,202048,MD,24,-24.428571428571400,-8.571428571428570,19.285714285714300,-44.0,-41.714285714285700,14.857142857142900,98.48571428571430,1472.0,2.0,,,,,,,,20.9,1106.3333333333300,102.0,4602.0,187.0,0.6924970428571430,0.7575956714285710,194448.0,14477.0,185001.0,25384.0,210724.0
2020-12-05,202049,MD,24,-22.428571428571400,-12.428571428571400,-4.285714285714290,-42.57142857142860,-32.57142857142860,13.714285714285700,100.39285714285700,1560.0,0.0,,,,,,,,19.3,1170.3333333333300,140.66666666666700,4820.0,218.0,0.8753483428571430,0.9165189142857140,212384.0,17936.0,293658.0,42531.0,336572.0
2020-12-12,202050,MD,24,-21.142857142857100,-10.571428571428600,5.0,-43.42857142857140,-31.428571428571400,12.857142857142900,102.80571428571400,1543.0,0.0,,,,,,,,20.2,1260.6666666666700,212.0,5100.0,280.0,0.8910663285714290,0.8431167285714290,232009.0,19625.0,281459.0,40408.0,322366.0
2020-12-19,202051,MD,24,-24.285714285714300,-11.0,-14.285714285714300,-44.57142857142860,-34.42857142857140,14.857142857142900,99.5657142857143,1585.0,2.0,,,,,,,,20.3,1308.6666666666700,243.33333333333300,5412.0,312.0,0.8406511571428570,0.8027627714285710,248754.0,16745.0,272496.0,37918.0,311018.0
2020-12-26,202052,MD,24,-23.714285714285700,-6.142857142857140,-18.0,-46.285714285714300,-43.714285714285700,15.428571428571400,99.0957142857143,1571.0,2.0,18789.0,0.0,,,,,,21.1,1228.0,174.66666666666700,5680.0,268.0,0.768998457142857,0.768998457142857,265440.0,16686.0,263073.0,37205.0,300786.0
2021-01-02,202053,MD,24,-24.142857142857100,-13.142857142857100,1.4285714285714300,-47.142857142857100,-44.0,16.714285714285700,100.14285714285700,1501.0,14.0,56151.0,0.0,,3.7280526714285700,27.560721214285700,3.3318775714285700,8.137235957142860,21.1,1361.6666666666700,278.6666666666670,5967.0,287.0,0.8895835857142860,0.9075422142857140,283171.0,17731.0,240740.0,42420.0,283802.0
