epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,ili
202126,CO,8,-2.142857143,6.142857143,84.14285714,-8.428571429,-30.14285714,3.428571429,332,1,3345721,2997883,2.6,834.3333333,85.33333333,6894,33,564296,2459,74385,3072,77538,1.15853
202127,CO,8,-4.285714286,6.428571429,99,-9.714285714,-34.71428571,4.571428571,372,5,3368683,3030289,2.4,818.6666667,71.66666667,6924,30,567247,2951,71469,2914,74435,0.974223
202128,CO,8,-1.571428571,6.142857143,87.71428571,-5.714285714,-28.14285714,3.857142857,323,0,3401495,3071436,2.7,828.3333333,84.33333333,6963,39,570784,3537,74643,3659,78395,1.11829
202129,CO,8,-1.428571429,6.571428571,82.57142857,-7.857142857,-28.14285714,4,389,1,3429442,3101062,3.2,848,99,7006,43,575514,4730,76474,4505,81098,1.18326
202130,CO,8,-2.428571429,5.857142857,75.71428571,-9.142857143,-28.14285714,4.285714286,461,2,3464422,3128681,4.2,820.3333333,69.33333333,7059,53,581591,6077,95159,6832,102142,1.18572
202131,CO,8,-1.714285714,7,75.42857143,-9.857142857,-28.14285714,4.142857143,580,4,3507478,3157207,5.5,829,82,7119,60,589299,7708,97477,7853,105535,1.01027
202132,CO,8,-2.571428571,6.714285714,71.85714286,-11.28571429,-28,3.857142857,642,2,3551100,3187629,7.1,882.6666667,137.6666667,7197,78,598052,8753,116266,9935,126529,1.20209
202133,CO,8,-2.714285714,5.857142857,63.28571429,-11.85714286,-27.42857143,3.571428571,854,3,3591976,3219253,8.5,884.6666667,140.6666667,7281,84,609311,11259,139679,10740,150717,1.43548
202134,CO,8,-5.285714286,4.428571429,63.85714286,-13.28571429,-26.28571429,3.428571429,839,3,3629716,3256973,10,894,144,7369,88,621601,12290,160884,11809,173014,1.91202
202135,CO,8,-4.857142857,5.857142857,58.85714286,-12.14285714,-26.28571429,3.857142857,1003,5,3666194,3296057,11.2,875.6666667,120.6666667,7496,127,635011,13410,176741,13437,190532,2.23108
202136,CO,8,-5.571428571,5.142857143,75.28571429,-12.14285714,-30.28571429,4.571428571,986,1,3695976,3327565,9.9,888.3333333,129.3333333,7598,102,648202,13191,174662,13746,188812,2.20324
202137,CO,8,-6,3.857142857,62.57142857,-11.85714286,-23.85714286,3.285714286,958,4,3727679,3361590,9.3,938.3333333,177.3333333,7733,135,661499,13297,186547,13906,200920,2.02255
202138,CO,8,-6,3,61.42857143,-11.14285714,-23.14285714,3.428571429,996,3,3755485,3394941,9,923.6666667,160.6666667,7867,134,674109,12610,184062,13427,197937,1.88778
202139,CO,8,-6.285714286,3,46.85714286,-11.14285714,-22.14285714,3.571428571,974,0,3780734,3423369,9.1,980.6666667,213.6666667,8026,159,688452,14343,178645,14617,193706,1.99639
202140,CO,8,-6.571428571,3.142857143,50.71428571,-12.71428571,-22.85714286,3.714285714,1061,6,3808796,3455928,10.1,934,160,8196,170,703733,15281,181432,15490,197367,2.2612
202141,CO,8,-7.714285714,0.571428571,27.14285714,-13.85714286,-24,4.571428571,1238,1,3830825,3483217,10.9,982.6666667,205.6666667,8380,184,718672,14939,178492,14929,193896,2.3174
202142,CO,8,-8.142857143,-0.714285714,30.57142857,-13.28571429,-24.42857143,4.571428571,1344,4,3861468,3515326,12.3,977.6666667,198.6666667,8615,235,736145,17473,172205,16772,189493,2.19001
202143,CO,8,-8.285714286,1,20.28571429,-15.57142857,-22.42857143,4.571428571,1359,4,3888215,3541185,15.4,996.3333333,212.3333333,8854,239,756780,20635,189138,20498,210191,2.22154
202144,CO,8,-10.71428571,-1.142857143,11.28571429,-17.85714286,-23.42857143,5.714285714,1532,6,3916273,3564615,16.1,1079.333333,291.3333333,9126,272,780016,23236,199759,23146,223664,2.4819
202145,CO,8,-9.857142857,-1.714285714,3.857142857,-19.85714286,-23.57142857,6,1664,4,3963527,3586205,18.6,1025,233,9395,269,804730,24714,208673,24761,234303,2.56926
202146,CO,8,-10.28571429,-1.571428571,0.285714286,-18.28571429,-22.71428571,5.857142857,1703,4,4038552,3609132,17,1068,273,9648,253,826833,22103,212374,23054,236158,2.62739
202147,CO,8,-15.42857143,0,4.714285714,-22.42857143,-42.85714286,9.571428571,1606,4,4085143,3623786,16.4,1089.333333,289.3333333,9892,244,843236,16403,167142,17604,185475,2.45693
202148,CO,8,-10.85714286,-2.571428571,4.857142857,-18.85714286,-21.71428571,5.285714286,1501,18,4137923,3663734,16.5,1071.333333,264.3333333,10111,219,861213,17977,204207,19902,225065,2.58523
202149,CO,8,-11.85714286,-2.142857143,-15.71428571,-23.85714286,-20.28571429,6,1328,30,4184882,3722145,14.8,1033,224,10302,191,873520,12307,184636,14027,199312,2.7036
202150,CO,8,-7.428571429,0.142857143,-10.42857143,-19.71428571,-20.28571429,5.285714286,1057,41,4225289,3764799,11.5,1053,246,10464,162,887207,13687,179210,13821,193731,2.97717
202151,CO,8,-12.85714286,3.285714286,-2.428571429,-22.71428571,-43.42857143,8.857142857,1173,53,4269740,3795751,12.3,1027,212,10594,130,922625,35418,209693,32287,242994,3.27527
202152,CO,8,-18.71428571,-8,-18.28571429,-27.42857143,-45.71428571,12.57142857,1664,63,4300086,3818578,21.6,1075.333333,250.3333333,10815,221,1004704,82079,209669,67822,279085,4.09512
202201,CO,8,-20.85714286,-6.857142857,-28.57142857,-31.42857143,-29.71428571,10.85714286,2331,27,4323706,3834638,32.5,1117.333333,285.3333333,11159,344,1131789,127085,285229,112661,400905,3.30207
202202,CO,8,-19,-8.428571429,-16.71428571,-32.28571429,-25.42857143,8.714285714,2446,29,4357666,3859754,30.1,1106,271,11508,349,1240157,108368,290499,113737,408053,2.47374
202203,CO,8,-19.57142857,-11.57142857,-17.28571429,-33.14285714,-27.28571429,9,2108,9,4426629,3904536,25.3,1103,264,11773,265,1317514,77357,268147,88715,360000,2.02533
202204,CO,8,-20.57142857,-11.14285714,-18.71428571,-32.71428571,-23.42857143,7.857142857,2099,11,4450305,3921540,18.7,1060,213,12002,229,1362881,45367,226943,55985,284930,1.53293
202205,CO,8,-21.57142857,-10.14285714,-23.85714286,-33,-25.57142857,9.142857143,1335,20,4467610,3937730,11.2,1033.333333,180.3333333,12161,159,1385309,22428,179646,28191,208723,1.32377
202206,CO,8,-14.85714286,-5.571428571,-11.28571429,-26.28571429,-20.14285714,5.428571429,883,27,4485728,3956784,7.5,962,112,12261,100,1397447,12138,159079,15132,174981,1.12951
202207,CO,8,-14.14285714,-4.285714286,-8.285714286,-23,-21,5.428571429,607,22,4498924,3972117,4.8,915.6666667,72,12323,62,1404491,7044,134547,8194,143013,1.32537
202208,CO,8,-17.28571429,-11,-20.85714286,-25.71428571,-24.14285714,7,447,27,4509022,3982544,3.2,876.6666667,42.66666667,12368,45,1408661,4170,114532,5060,119759,1.47695
202209,CO,8,-11.42857143,-6,3,-23.28571429,-19,4,287,25,4517308,3991819,2.3,914.6666667,69.66666667,12403,35,1412008,3347,107526,3717,111403,1.8541
202210,CO,8,-19.71428571,-12.28571429,-27.42857143,-27.28571429,-20.71428571,6.142857143,235,42,4524974,3999843,1.9,903,63,12428,25,1414733,2725,89104,2760,91999,2.25792
202211,CO,8,-13.71428571,-8.714285714,1.714285714,-24,-22.71428571,5,152,60,4531482,4006691,1.5,831.3333333,8,12444,16,1417070,2337,83331,2396,85836,2.61647
202212,CO,8,-14.42857143,-10,4,-23.71428571,-24.57142857,4.428571429,133,94,4536315,4012705,1.1,817,0,12461,17,1419207,2137,72636,2462,75185,2.8639
202213,CO,8,-13.57142857,-8.285714286,11.85714286,-24.42857143,-19.71428571,3.571428571,123,117,4540950,4017897,1.2,870.3333333,47.33333333,12473,12,1421609,2402,74592,2436,77141,2.79925
202214,CO,8,-12.28571429,-6.428571429,10,-22.71428571,-19,3.285714286,108,105,4547658,4024054,0.9,811.3333333,3.333333333,12484,11,1424334,2725,67281,2695,70051,3.14779
202215,CO,8,-11.28571429,-2.857142857,6.714285714,-22.57142857,-20.28571429,3.714285714,116,146,4555549,4030971,2.1,877,67,12501,17,1428134,3800,69277,3533,72923,3.37445
202216,CO,8,-14,-6.857142857,26,-21.42857143,-22.42857143,3.142857143,192,187,4562690,4037590,2.2,854.6666667,54.66666667,12519,18,1433051,4917,75107,4440,79642,4.19391
202217,CO,8,-10.14285714,-3.714285714,20.57142857,-19.42857143,-20.28571429,2.857142857,184,168,4568876,4043194,2.6,824,23,12532,13,1438932,5881,81440,5458,87024,4.03332
202218,CO,8,-8.714285714,-0.714285714,18.57142857,-19.71428571,-20.42857143,2.857142857,264,260,4574158,4048124,3.4,844,51,12560,28,1446791,7859,87612,7037,94786,4.30686
202219,CO,8,-7.428571429,0,37,-17.42857143,-21.14285714,1.714285714,261,171,4579119,4052952,4,865.6666667,78.66666667,12593,33,1457362,10571,99774,9866,109825,3.95665
202220,CO,8,-10.14285714,-2.428571429,24.57142857,-17.85714286,-22.85714286,3.428571429,348,110,4584179,4057423,4.6,906,126,12625,32,1468997,11635,100063,10954,111187,3.59555
202221,CO,8,-8,-1.285714286,36.14285714,-14.85714286,-25.42857143,2.714285714,677,91,4589811,4062462,4.8,851,79,12664,39,1483065,14068,111882,13728,125848,3.17442
202222,CO,8,-8.714285714,-1.142857143,47.42857143,-17,-33.42857143,4.428571429,569,72,4593769,4065944,6.2,843,79,12724,60,1498613,15548,106031,15249,121616,2.87682
202223,CO,8,-8.428571429,-0.285714286,60.71428571,-13.28571429,-28.14285714,3,705,33,4599941,4071322,7.9,852.3333333,94.33333333,12772,48,1514144,15531,109980,16551,126841,2.08006
202224,CO,8,-7.285714286,1.285714286,63.71428571,-11.85714286,-28.57142857,2.714285714,593,27,4603639,4074356,6.5,837.6666667,79.66666667,12836,64,1527821,13677,105108,14304,119711,1.65111
202225,CO,8,-7.285714286,-0.714285714,65.14285714,-11.57142857,-29.14285714,3.142857143,593,9,4607889,4078121,6.4,900.6666667,144.6666667,12881,45,1541565,13744,109508,14737,124587,1.36147
202226,CO,8,-6.857142857,1.142857143,64.85714286,-8.428571429,-28.57142857,3.285714286,627,14,4619723,4079571,5.7,830.3333333,78.33333333,12923,42,1556195,14630,104865,15980,121151,1.31199
202227,CO,8,-10.14285714,0.714285714,80.85714286,-16.14285714,-34.85714286,4.428571429,710,11,4630590,4083063,7,868,118,12969,46,1569234,13039,96173,14019,110376,1.13636
202228,CO,8,-8.571428571,-0.714285714,61.57142857,-13,-27.42857143,3.428571429,642,11,4638487,4087310,5.7,811.3333333,57.33333333,13024,55,1581536,12302,97708,13407,111320,1.02137
202229,CO,8,-8.285714286,-0.285714286,62,-12,-27.14285714,4.142857143,606,8,4646890,4091347,6.1,864.6666667,113.6666667,13058,34,1592578,11042,98288,11922,110395,0.954643
202230,CO,8,-7.285714286,0.571428571,55.71428571,-13,-26.85714286,3.714285714,525,9,4655056,4096959,5.2,807.3333333,56.33333333,13078,20,1602423,9845,89640,10271,100122,0.903676
202231,CO,8,-6.142857143,1.285714286,58.28571429,-13,-26.71428571,3,505,14,4662052,4101947,5.1,853,104,13100,22,1610436,8013,100053,8826,109075,0.971451
202232,CO,8,-4.857142857,1.714285714,56.85714286,-11.71428571,-26.57142857,2.285714286,460,8,4669449,4109595,4.5,752.6666667,7.333333333,13116,16,1617358,6922,84700,7504,92426,0.909476
202233,CO,8,-5,1,43.42857143,-11.71428571,-25.57142857,4.857142857,380,11,4675382,4113789,3.7,790.3333333,33.33333333,13122,6,1622415,5057,84366,6209,90730,0.996685
202234,CO,8,-7,-0.142857143,48.85714286,-10.71428571,-24.57142857,4.428571429,368,1,4680984,4117893,4.1,808.3333333,47.33333333,13151,29,1627006,4591,85788,5922,91845,1.77254
202235,CO,8,-6.714285714,1.285714286,49,-11.14285714,-24.85714286,2.285714286,354,1,4686124,4122329,3.3,820,52,13177,26,1634692,7686,84137,5506,89748,2.08967
202236,CO,8,-8.571428571,-0.571428571,52.14285714,-13.85714286,-29.71428571,3.428571429,314,3,4689718,4125180,2.8,842.3333333,73.33333333,13207,30,1639422,4730,78518,4496,83081,1.74047
202237,CO,8,-9.428571429,-2.571428571,46.57142857,-11.71428571,-21.71428571,1.857142857,321,3,4694998,4129627,3.4,841,61,13240,33,1645456,6034,74976,4196,79267,1.885
202238,CO,8,-9.571428571,-3.428571429,37.85714286,-10,-22.85714286,2.142857143,265,4,4702958,4136453,2.8,835.3333333,53.33333333,13272,32,1649863,4407,72041,4467,76624,1.89645
202239,CO,8,-9.285714286,-2.285714286,38.28571429,-10.71428571,-22.71428571,2.142857143,271,3,4711172,4143631,2.7,834,54,13316,44,1654798,4935,69338,4410,73837,2.25358
202240,CO,8,-9.857142857,-2.714285714,29,-10.57142857,-22.28571429,2.571428571,236,1,4719859,4154290,2.5,691.3333333,0,13333,19,1658928,4130,68406,4058,72556,2.00319
202241,CO,8,-10.57142857,-3.857142857,33.14285714,-12.28571429,-23.42857143,2.714285714,265,5,4727849,4161125,2.5,680,0,13365,32,1663241,4313,68358,4124,72534,2.33604
202242,CO,8,,,,,,,301,15,4736332,4168187,1.4,,,13387,22,1667979,4738,46131,4133,50329,3.00054
202243,CO,8,,,,,,,367,29,4736332,4168187,,,,13415,28,1672312,4333,28956,3332,32343,3.81954
202001,CT,9,,,,,,,,,,,,633,0,,,,,,,,5.32353
202002,CT,9,,,,,,,,,,,,631,0,,,,,,,,5.28879
202003,CT,9,,,,,,,,,,,,639,0,,,,,,,,5.87425
202004,CT,9,,,,,,,,,,,,653,0,0,0,0,0,,,,7.33114
202005,CT,9,,,,,,,,,,,,686,21,0,0,0,0,,,,9.08556
202006,CT,9,,,,,,,,,,,,652,0,0,0,0,0,,,,10.2091
202007,CT,9,4,-4,16,8,-2,0,,,,,,635,0,0,0,0,0,,,,8.98529
202008,CT,9,4.285714286,-2.428571429,14.28571429,2.857142857,-4.428571429,1.142857143,,,,,,653,0,0,0,0,0,,,,7.78858
202009,CT,9,5,0.428571429,21.14285714,4.571428571,2.571428571,-0.428571429,,,,,,638,0,0,0,0,0,,,,6.39904
202010,CT,9,6.857142857,6.571428571,21.57142857,5,2.857142857,-0.714285714,,,,,0,625,0,0,0,0,0,57,2,59,6.19415
202011,CT,9,2.857142857,16,45,-4.285714286,-1.857142857,1.428571429,,,,,1,632,0,0,0,23,23,242,43,286,7.01461
202012,CT,9,-25.28571429,8.428571429,29.71428571,-31.85714286,-27.85714286,12.57142857,,,,,4.5,661.3333333,3.333333333,4,4,194,171,1563,581,2144,7.40993
202013,CT,9,-44.28571429,-17.71428571,16.57142857,-50.28571429,-42.85714286,19,,,,,19.8,734.6666667,86.66666667,33,29,1524,1330,8656,3312,11969,7.15566
202014,CT,9,-45.42857143,-17,4,-54.71428571,-47.14285714,20.42857143,,,,,36,819.3333333,171.3333333,165,132,5276,3752,9968,6487,16469,6.32295
202015,CT,9,-44.71428571,-15.85714286,22.28571429,-55.57142857,-50.57142857,21,,,,,41,1084.666667,445.6666667,494,329,11510,6234,11418,8292,19726,4.75905
202016,CT,9,-47.14285714,-25.14285714,4.142857143,-56.71428571,-49.42857143,20.85714286,,,,,40.1,1160.333333,530.3333333,1086,592,17550,6040,12318,7747,20086,4.64775
202017,CT,9,-41.28571429,-20.14285714,29.85714286,-52.42857143,-46.14285714,19.57142857,,,,,31.9,1109.333333,488.3333333,1865,779,24583,7033,16531,6748,23399,2.64583
202018,CT,9,-38.71428571,-17.57142857,26,-50.71428571,-45,18.14285714,,,,,28.5,973,362.6666667,2436,571,29287,4704,13317,4606,18123,1.65734
202019,CT,9,-32.14285714,-8.428571429,42,-46.42857143,-42.57142857,16.85714286,,,,,24.2,896,288,2932,496,32984,3697,21346,4500,26046,1.35686
202020,CT,9,-30.28571429,-11.71428571,71.14285714,-42.28571429,-40.14285714,15.57142857,,,,,18.1,826.3333333,230.6666667,3339,407,36703,3719,33103,4546,37823,1.26434
202021,CT,9,-25.42857143,-9.142857143,68.57142857,-38.28571429,-38.28571429,14.85714286,,,,,13.3,728.3333333,148.6666667,3675,336,40022,3319,33707,3773,37634,0.939783
202022,CT,9,-23.28571429,-9.285714286,94.28571429,-35.71428571,-38.85714286,14.28571429,,,,,8.7,688.6666667,106.6666667,3912,237,42022,2030,23722,1849,25688,0.843986
202023,CT,9,-16.42857143,-4.571428571,84.57142857,-30.85714286,-31.57142857,12.14285714,,,,,6.1,629,44.66666667,4055,143,43818,1796,37470,2033,39649,0.595214
202024,CT,9,-13.28571429,-3.285714286,112.7142857,-26.28571429,-30.42857143,10.85714286,,,,,3.5,607,28,4186,131,44994,1176,43983,1611,45694,0.52656
202025,CT,9,-9.428571429,-0.285714286,125.2857143,-21.57142857,-29.57142857,9,,,,,2.2,566.3333333,0,4251,65,45715,721,38098,945,39098,0.486972
202026,CT,9,-10.14285714,-2.857142857,108.2857143,-22.14285714,-30.14285714,8.857142857,,,,,1.6,583.3333333,6.666666667,4311,60,46206,491,42541,696,43298,0.496269
202027,CT,9,-10.28571429,-0.428571429,105.1428571,-21.85714286,-35.28571429,10,,,,,1.9,545,0,4335,24,46717,511,59410,797,60366,0.526224
202028,CT,9,-10.71428571,-4.714285714,101.4285714,-20.85714286,-31.28571429,9.285714286,,,,,2.9,602.6666667,17.66666667,4348,13,47287,570,68704,769,69562,0.647955
202029,CT,9,-8.428571429,-3.285714286,130.2857143,-19,-29.42857143,8,33,,,,1.7,564,0,4396,48,47893,606,78876,802,79741,0.521928
202030,CT,9,-8.857142857,-4.285714286,120.2857143,-20,-29.85714286,8,49,,,,2.7,580.6666667,4,4413,17,48776,883,73988,748,74823,0.583885
202031,CT,9,-7.857142857,-4.142857143,124.8571429,-19.28571429,-30.42857143,7.571428571,55,,,,2.3,551.6666667,0,4432,19,49810,1034,38029,483,38531,0.596689
202032,CT,9,-6,-1.714285714,98.85714286,-19,-33.57142857,4.428571429,122,,,,2.3,590,13,4441,9,50320,510,21323,220,21551,0.523626
202033,CT,9,-7.142857143,-3.714285714,116.8571429,-17.57142857,-30.57142857,6.714285714,66,,,,1.9,571.6666667,0,4453,12,50897,577,27749,238,27994,0.513719
202034,CT,9,-9.571428571,-7.714285714,100.4285714,-18.57142857,-30.42857143,7.285714286,82,,,,2.6,569.3333333,0,4460,7,51519,646,54490,592,55097,0.586317
202035,CT,9,-9.142857143,-7.714285714,83.71428571,-19.42857143,-29.57142857,7.571428571,62,,,,1.8,530.6666667,0,4465,5,52495,976,51721,705,52440,0.727926
202036,CT,9,-6.285714286,-3.714285714,105.5714286,-15.85714286,-28.85714286,6.142857143,78,,,,2,571.3333333,0,4468,3,53365,870,52732,659,53418,0.584327
202037,CT,9,-9,-5.857142857,109.7142857,-20,-33.42857143,7.142857143,62,,,,1.8,568.3333333,0,4480,12,54326,961,40392,751,41166,0.682927
202038,CT,9,-8.714285714,-5.857142857,90.14285714,-22,-25.42857143,6.285714286,92,,,,2.7,575,0,4492,12,55527,1201,42366,767,43144,0.75809
202039,CT,9,-8.857142857,-6.571428571,77.85714286,-24.28571429,-24.71428571,6.571428571,69,0,,,2.2,641.6666667,47.66666667,4501,9,56587,1060,43221,762,44000,1.04933
202040,CT,9,-9.714285714,-5,64,-24.28571429,-24.14285714,6.571428571,113,0,,,3.2,617.6666667,14.66666667,4513,12,58297,1710,90615,1056,91710,1.09379
202041,CT,9,-11,-4.714285714,69.71428571,-21.85714286,-23.57142857,6.142857143,132,0,,,4,631.6666667,21.66666667,4530,17,60038,1741,280039,4858,285045,1.21996
202042,CT,9,-12.71428571,-8,45.14285714,-23.28571429,-25.71428571,8.285714286,162,0,,,4.3,609,5.333333333,4542,12,62830,2792,209669,4295,214060,1.26188
202043,CT,9,-12.42857143,-7.285714286,57,-22.42857143,-23.28571429,7.428571429,213,0,,,5.9,672.3333333,53.33333333,4577,35,66052,3222,244427,5252,249886,1.07629
202044,CT,9,-15.28571429,-7.142857143,18.85714286,-28.14285714,-24.14285714,8.714285714,298,0,,,11.8,618.3333333,14,4616,39,71207,5155,246548,7109,254092,1.43492
202045,CT,9,-14.28571429,-7.857142857,33.28571429,-28.71428571,-24.57142857,8.571428571,370,1,,,15.9,704.6666667,76.66666667,4671,55,78125,6918,343585,15485,359570,1.29836
202046,CT,9,-15.71428571,-8.571428571,27.14285714,-31,-25.57142857,9.571428571,658,0,,,27.9,658.6666667,36,4737,66,88645,10520,464618,36155,501651,1.34264
202047,CT,9,-17.28571429,-8.285714286,10.42857143,-31.85714286,-25.57142857,10,694,2,,,29.8,715.6666667,82,4828,91,101469,12824,440511,32690,474308,1.2923
202048,CT,9,-22.14285714,-7.285714286,3,-34.14285714,-39,13.42857143,808,0,,,30.6,702,78,4961,133,112581,11112,378332,26824,410120,1.19934
202049,CT,9,-20.57142857,-11,-5.571428571,-33.57142857,-27.85714286,11.71428571,936,2,,,33.6,771.6666667,129.3333333,5146,185,127715,15134,252912,29541,283851,1.42471
202050,CT,9,-17.28571429,-8.142857143,-4.714285714,-34.42857143,-26.42857143,10.57142857,1057,1,,,35.9,770.6666667,124.6666667,5363,217,146761,19046,231660,30323,262489,1.50344
202051,CT,9,-21.28571429,-8.714285714,-12.42857143,-37.57142857,-32.14285714,13.42857143,919,2,0,0,30,786.6666667,132.6666667,5581,218,162782,16021,149579,19712,169572,1.11529
202052,CT,9,-18.71428571,-1.428571429,-16.85714286,-34,-40.42857143,13.57142857,1006,0,0,0,33.1,840.3333333,163.3333333,5791,210,172743,9961,72254,8955,81341,1.16131
202053,CT,9,-18.57142857,-9.571428571,0.714285714,-35.71428571,-42.14285714,14.85714286,938,1,0,0,27,818.6666667,158.6666667,6099,308,190120,17377,55053,6157,61287,0.987038
202101,CT,9,-23.28571429,-12.14285714,-13.85714286,-37.42857143,-28.42857143,12.28571429,1094,1,0,0,24.6,779.3333333,121.3333333,6324,225,205994,15874,254365,24071,278755,1.06793
202102,CT,9,-24.14285714,-14.28571429,-9.857142857,-38.42857143,-27.71428571,11.57142857,1072,1,0,0,29.5,786,127.3333333,6594,270,223422,17428,232164,19057,251400,1.02049
202103,CT,9,-24.42857143,-16,-6.285714286,-40.28571429,-29.71428571,11.42857143,1000,0,0,0,24.1,778,122.6666667,6819,225,237815,14393,235021,15301,250514,0.700385
202104,CT,9,-27.71428571,-18.14285714,-23.57142857,-41.57142857,-27.85714286,12.14285714,852,0,0,0,21.6,765.3333333,98.66666667,7046,227,250023,12208,251762,14159,266065,0.678323
202105,CT,9,-31,-16.57142857,-27.57142857,-46.28571429,-33.28571429,14.57142857,783,0,0,0,22.4,726.6666667,74.66666667,7214,168,259372,9349,324840,16063,341033,0.530589
202106,CT,9,-28.57142857,-15.85714286,-30.42857143,-42.28571429,-29.85714286,12.28571429,649,0,0,0,16.7,686,38.66666667,7381,167,267337,7965,256151,9260,265525,0.511167
202107,CT,9,-26.42857143,-16.57142857,-26.85714286,-42.42857143,-31.28571429,13.57142857,577,0,555958,0,13.9,652.6666667,7.333333333,7523,142,273101,5764,228932,6760,236010,0.459269
202108,CT,9,-19.57142857,-14,-17.42857143,-36.42857143,-24.42857143,10,525,0,650134,0,11.6,649,0.666666667,7622,99,279946,6845,210261,5818,216366,0.452641
202109,CT,9,-17.28571429,-10.71428571,-12.57142857,-34,-24.14285714,9.714285714,532,0,790039,318179,14.3,626,0,7704,82,285330,5384,229955,6001,236239,0.472971
202110,CT,9,-13.85714286,-9.714285714,25.14285714,-30.42857143,-24,8.571428571,518,0,984384,374997,16.5,624.6666667,0,7765,61,290577,5247,194924,6303,201447,0.725599
202111,CT,9,-12.42857143,-9.571428571,4,-29.14285714,-24,9,508,0,1014611,559558,16.3,626.6666667,0,7832,67,296691,6114,200276,7337,207775,0.619457
202112,CT,9,-7.428571429,-7.714285714,53.85714286,-24.85714286,-23.42857143,7.428571429,589,0,1155239,646279,18.2,649.3333333,2,7865,33,305210,8519,222105,9064,231388,0.644659
202113,CT,9,-8.142857143,-1.428571429,11.57142857,-26,-27.42857143,8.714285714,640,0,1307704,765639,17.9,597.6666667,0,7904,39,313956,8746,195497,8517,204217,0.574398
202114,CT,9,-10.57142857,-9.714285714,60.42857143,-22.42857143,-26,6.285714286,687,0,1486441,919764,21.1,568,0,7944,40,321586,7630,206115,7671,213984,0.699552
202115,CT,9,-10.42857143,-9.571428571,21.28571429,-24.71428571,-28.42857143,8.142857143,635,0,1689462,1083206,16.1,593.3333333,0,7995,51,329062,7476,204672,6879,211743,0.623616
202116,CT,9,-6.142857143,-6.714285714,63.85714286,-18.14285714,-23.57142857,6.285714286,553,0,1835971,1223146,14.8,591.3333333,0,8047,52,334766,5704,205963,5762,211946,0.630006
202117,CT,9,-6.428571429,-5.571428571,52.42857143,-19.28571429,-22.57142857,6,513,0,1952869,1372774,11.1,619,0,8097,50,339233,4467,190786,4171,195150,0.620818
202118,CT,9,-3,0.142857143,53.14285714,-16.85714286,-22,5.428571429,417,1,2025677,1522810,10.3,622,0,8137,40,342718,3485,138494,2330,140922,0.634098
202119,CT,9,-1,-1.142857143,78.71428571,-12.42857143,-22.42857143,4.571428571,319,0,2078246,1676325,4.7,559.3333333,0,8173,36,344977,2259,139222,1963,141245,0.732169
202120,CT,9,0.571428571,0,91.14285714,-12.57142857,-21.14285714,4,255,0,2164655,1793724,3.8,592,0,8212,39,346325,1348,95567,1188,96821,0.907927
202121,CT,9,0.142857143,-0.428571429,65.42857143,-13.57142857,-22,4.857142857,119,0,2237802,1882829,4.2,618.6666667,6,8238,26,347341,1016,60522,555,61116,0.799842
202122,CT,9,-1.142857143,-0.285714286,67,-16,-27.57142857,6.142857143,115,0,2273295,1930105,3,554.6666667,0,8246,12,347891,550,76171,530,76730,0.844346
202123,CT,9,2.714285714,2,91.85714286,-12,-20.42857143,3.857142857,81,0,2306992,1999786,1.4,580.6666667,0,8261,15,348350,459,67962,357,68339,0.741621
202124,CT,9,3.428571429,3.428571429,95.42857143,-9.714285714,-23.28571429,3.714285714,59,0,2344081,2083664,2.4,574,0,8270,9,348665,315,64812,310,65143,0.901165
202125,CT,9,1,0,92,-9.428571429,-26.28571429,3.571428571,66,0,2369539,2121480,1.8,594,0,8275,7,349120,455,66120,284,66419,0.834309
202126,CT,9,0.428571429,1,62.85714286,-9.285714286,-27.85714286,4.714285714,46,0,2395831,2172171,1.8,606,4,8279,4,349476,356,59286,354,59657,0.742755
202127,CT,9,-3,-1.285714286,84.42857143,-11.28571429,-34.14285714,6,46,0,2414765,2192962,1.9,611,14,8279,2,349969,493,51528,484,52021,0.880235
202128,CT,9,1.571428571,-0.285714286,85.28571429,-10.28571429,-25.57142857,4,67,0,2436011,2214821,2.2,580.3333333,0,8282,3,350675,706,48734,781,49530,0.805708
202129,CT,9,2.428571429,1.428571429,101.5714286,-8,-25.14285714,3.428571429,105,0,2459243,2235296,3,613.3333333,19.33333333,8286,4,352037,1362,63260,1593,64875,0.999641
202130,CT,9,1.142857143,1.428571429,94.57142857,-8.571428571,-24.71428571,3.857142857,151,1,2487176,2253102,5.2,570,0,8293,7,354335,2298,74398,2609,77030,1.16424
202131,CT,9,1.428571429,3.285714286,96.28571429,-8.571428571,-25.57142857,3.714285714,226,0,2516437,2270704,7,608.3333333,16.33333333,8296,5,358076,3741,82789,3311,86126,1.1726
202132,CT,9,-0.714285714,1.142857143,77.14285714,-9.571428571,-26.42857143,4.285714286,306,0,2547196,2290348,8.6,640.6666667,50.66666667,8307,11,361836,3760,93704,4307,98049,1.1873
