epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,ili
202241,X,US,-9.285714286,-2.285714286,28.28571429,-17.14285714,-19.85714286,3,23059,1681,259138298,220989694,5.5,141113.6667,921.6666667,1065161,2455,96937231,249870,2495784,217466,2717600,2.99331
202242,X,US,,,,,,,22956,2369,259608519,221374324,4,,,1067809,2648,97195722,258491,2429471,205561,2639169,3.38226
202243,X,US,,,,,,,24095,4422,259608519,221374324,,,,1070264,2455,97447532,251810,1258555,122989,1383392,4.42217
202001,AL,1,,,,,,,,,,,,1082,0,,,,,,,,7.25851
202002,AL,1,,,,,,,,,,,,1127,0,,,,,,,,5.37005
202003,AL,1,,,,,,,,,,,,1039,0,,,,,,,,5.63976
202004,AL,1,,,,,,,,,,,,1055.666667,0,0,0,0,0,,,,6.58426
202005,AL,1,,,,,,,,,,,,1026,0,0,0,0,0,,,,9.02719
202006,AL,1,,,,,,,,,,,,1120,0,0,0,0,0,,,,9.17458
202007,AL,1,5,2,39,7,2,-1,,,,,,1095,0,0,0,0,0,,,,7.54011
202008,AL,1,0.571428571,-0.857142857,5.428571429,4.857142857,-1.285714286,1.285714286,,,,,,1098,0,0,0,0,0,,,,8.0918
202009,AL,1,9,4.142857143,19.14285714,10.71428571,1,-0.571428571,,,,,,1163.666667,47.66666667,0,0,0,0,,,,6.04229
202010,AL,1,11.28571429,6.714285714,24,9.285714286,2.714285714,-0.571428571,,,,,,1057,0,0,0,0,0,355,47,402,6.32549
202011,AL,1,8.428571429,16.28571429,38.85714286,9.571428571,1.428571429,-0.571428571,,,,,,1091,0,0,0,15,15,1084,107,1192,6.10561
202012,AL,1,-16.42857143,14.28571429,20.85714286,-4.428571429,-17.57142857,7.571428571,,,,,,1058,0,0,0,149,134,6271,370,6647,6.64586
202013,AL,1,-32.71428571,-4.142857143,16.42857143,-20.71428571,-32.14285714,12.85714286,,,,,,1065.333333,0,4,4,801,652,13192,1548,14767,4.64715
202014,AL,1,-33.85714286,-0.857142857,8.285714286,-26.85714286,-36.28571429,13.85714286,,,,,,1139.666667,64.66666667,44,40,1727,926,13216,2125,15362,3.23893
202015,AL,1,-38.57142857,-7.571428571,0.857142857,-33.28571429,-40.28571429,15.85714286,,,,,,1108,50,92,48,3346,1619,18768,2837,21751,2.30453
202016,AL,1,-33.14285714,-12,-0.285714286,-30.57142857,-38.42857143,14.42857143,,,,,,1119.333333,63.33333333,153,61,4788,1442,23354,2617,26017,2.0676
202017,AL,1,-29.42857143,-8.142857143,1.142857143,-28.14285714,-36.85714286,14.42857143,,,,,,1110.666667,63.66666667,209,56,6274,1486,18942,2578,21601,1.48028
202018,AL,1,-21.14285714,0,23,-20,-33.85714286,11.28571429,,,,,,1120,95,288,81,7700,1426,32956,3546,36606,1.25794
202019,AL,1,-15.14285714,8,28.14285714,-12.85714286,-30.57142857,10.42857143,,,,,,1132.333333,113.3333333,390,102,9720,2020,30737,3349,34277,1.05062
202020,AL,1,-11.71428571,5.285714286,45,-8.857142857,-27.42857143,8.714285714,,,,,,1116,99,485,95,11828,2108,36323,4115,40549,1.10442
202021,AL,1,-9,5.142857143,39,-6,-26.28571429,8.571428571,,,,,,1125.666667,109.6666667,549,64,14328,2500,47088,5310,52536,1.03377
202022,AL,1,-11.42857143,3.714285714,48.42857143,-5.714285714,-30,9.285714286,,,,,,1074.666667,70.66666667,618,69,17689,3361,40981,5324,46368,0.884105
202023,AL,1,-5.714285714,6.714285714,48,-0.571428571,-23,7.142857143,,,,,,1142.666667,134.6666667,689,71,20355,2666,46699,5923,52684,0.880324
202024,AL,1,-7.571428571,3.285714286,45.85714286,-0.714285714,-22.57142857,7.285714286,,,,,,1111,110,773,84,25364,5009,53495,7345,60949,0.889157
202025,AL,1,-4.142857143,6.714285714,69.57142857,5.571428571,-22.57142857,5.571428571,,,,,,1060.666667,66.66666667,838,65,29683,4319,53309,8126,61562,0.960212
202026,AL,1,-7.714285714,2.285714286,40.42857143,4.285714286,-23.85714286,7.142857143,,,,,,1116.666667,125.6666667,919,81,35083,5400,65826,9599,75509,1.07146
202027,AL,1,-6.428571429,7,53.57142857,3,-31.42857143,7.714285714,,,,,,1159.333333,163.3333333,1007,88,43216,8133,71175,11880,83236,1.32833
202028,AL,1,-8.571428571,1.428571429,44.71428571,5,-26.57142857,7.285714286,,,,,,1220,229,1114,107,52802,9586,75453,14690,90450,1.61092
202029,AL,1,-8.714285714,1.714285714,43.42857143,3.428571429,-25.71428571,7.142857143,698,,,,,1225,236,1286,172,66181,13379,92418,18681,111428,1.59051
202030,AL,1,-9.571428571,0.428571429,39.42857143,2.142857143,-25.71428571,7.285714286,951,,,,,1249.333333,260.3333333,1456,170,78188,12007,88190,17464,106208,1.22651
202031,AL,1,-8.428571429,0.714285714,39,1.142857143,-25.71428571,7.142857143,957,,,,,1276.333333,286.3333333,1603,147,90299,12111,89870,15509,105803,1.15372
202032,AL,1,-6.714285714,3.142857143,49.28571429,2.142857143,-25.28571429,6,711,,,,,1291,296,1755,152,99854,9555,86247,12107,98657,1.00162
202033,AL,1,-9.285714286,-0.428571429,34,-1,-25,6.285714286,691,,,,,1228.333333,232.3333333,1896,141,106926,7072,105560,9295,115121,0.927704
202034,AL,1,-10.42857143,-1.857142857,33.57142857,-2,-23.71428571,5.571428571,787,,,,,1233.333333,240.3333333,2011,115,114809,7883,98286,8970,107562,0.93915
202035,AL,1,-13.14285714,-5,20,-7.142857143,-22.85714286,6.428571429,867,,,,,1154.333333,156.3333333,2152,141,124155,9346,82592,9860,92677,0.93497
202036,AL,1,-8.571428571,0,32.28571429,0,-24,4.714285714,865,,,,,1164,167,2275,123,130914,6759,78735,7528,86378,1.04627
202037,AL,1,-10.57142857,-1.714285714,49.71428571,-3.857142857,-29.71428571,4.714285714,777,,,,,1186,186,2350,75,137166,6252,76504,6737,83358,0.994187
202038,AL,1,-15,-5.142857143,25.85714286,-9.285714286,-25.57142857,4.571428571,743,,,,,1153.666667,151.6666667,2437,87,143578,6412,84652,6732,91508,0.986942
202039,AL,1,-11.85714286,-5.571428571,19.71428571,-6.857142857,-21,4.857142857,787,,,,,1148,143,2501,94,150965,7387,84029,6413,90556,1.05884
202040,AL,1,-9.285714286,-3.428571429,20.85714286,-5.428571429,-19.85714286,3.571428571,756,,,,,1066,56.66666667,2558,57,158181,7216,82190,6223,88506,1.11117
202041,AL,1,-11.42857143,-4.142857143,14.85714286,-6.571428571,-21.14285714,4.571428571,793,,,,,1158.333333,134.3333333,2664,106,164698,6517,86096,7034,93205,1.13246
202042,AL,1,-11.42857143,-3.428571429,23,-4.857142857,-20.85714286,4.571428571,863,,,,,1148,120,2788,124,172137,7439,85961,7625,93659,1.21625
202043,AL,1,-12.57142857,-4.285714286,19.28571429,-6.428571429,-19.42857143,4.428571429,1004,3,,,,1102.333333,74.66666667,2866,78,183831,11694,89351,9032,98485,1.29847
202044,AL,1,-11.42857143,-2.142857143,14.42857143,-8.142857143,-20.85714286,3.714285714,1117,17,,,,1125.333333,85.33333333,2967,101,193613,9782,99159,9682,108941,1.09974
202045,AL,1,-9,-3,16,-9,-18.14285714,4.142857143,1092,13,,,,1226.666667,174.6666667,3082,115,203518,9905,89574,10682,100402,1.34503
202046,AL,1,-11.57142857,-4.571428571,9.285714286,-10.28571429,-20,5.428571429,1300,23,,,,1210.333333,142.3333333,3246,164,215843,12325,80882,12324,93512,1.16244
202047,AL,1,-12.28571429,-2.142857143,5.571428571,-7.285714286,-18.14285714,4.857142857,1378,8,,,,1219,144,3457,211,230708,14865,94226,13531,107956,1.34523
202048,AL,1,-19.42857143,-2.571428571,5.571428571,-12,-37.28571429,9.428571429,1514,14,,,,1258.666667,178.6666667,3572,115,244993,14285,69069,12304,81542,1.40949
202049,AL,1,-12.28571429,-3.714285714,-11.28571429,-7.857142857,-19.28571429,6.428571429,1925,12,,,,1271.333333,176.3333333,3877,305,267589,22596,93795,20547,114663,1.44176
202050,AL,1,-12,-2.857142857,-5,-12.71428571,-18,6,2216,4,,,,1472,370,4102,225,292841,25252,100377,22120,122875,1.52792
202051,AL,1,-10.57142857,0.142857143,-11.57142857,-8.857142857,-19.57142857,6.857142857,2645,33,0,0,,1454,345,4389,287,319904,27063,107941,25536,133877,1.46654
202052,AL,1,-16.14285714,0.714285714,-10.14285714,-13.14285714,-40.14285714,10.85714286,2773,32,0,0,,1475.333333,351.3333333,4685,296,343458,23554,103501,19532,123351,1.53283
202053,AL,1,-14.28571429,-3.428571429,-1.571428571,-13.42857143,-39.28571429,12.14285714,2915,25,0,0,,1634.666667,501.6666667,4872,187,369458,26000,84481,23327,108142,1.65359
202101,AL,1,-13.57142857,-4.714285714,-19.14285714,-12.42857143,-21.57142857,8.428571429,3144,40,0,0,,1628.333333,486.3333333,5299,427,399150,29692,90390,22913,113577,1.48634
202102,AL,1,-16.28571429,-7.428571429,-21.14285714,-16.57142857,-21.28571429,8,2806,40,0,0,,1636.333333,484.3333333,6119,820,420681,21531,94631,19316,114244,1.30685
202103,AL,1,-18.14285714,-10.14285714,-12.28571429,-17,-23.14285714,8.142857143,2271,38,0,0,,1596.666667,443.6666667,6657,538,439442,18761,87927,16020,104173,1.11555
202104,AL,1,-17.57142857,-9.142857143,-12,-16.57142857,-19.42857143,7,1858,45,0,0,,1473.666667,324.6666667,7566,909,455582,16140,79814,13020,93038,1.31458
202105,AL,1,-15.85714286,-6,-19.57142857,-16.85714286,-19.71428571,6.857142857,1589,28,0,0,,1393.333333,244.3333333,8513,947,471311,15729,83497,10555,94234,1.37337
202106,AL,1,-15.71428571,-3.714285714,-18.71428571,-16.42857143,-19.42857143,7,1254,27,0,0,,1343.666667,202.6666667,9242,729,479856,8545,77426,8350,85914,1.27459
202107,AL,1,-23.42857143,-9.142857143,-30.28571429,-25,-28.71428571,12.42857143,957,19,558367,0,,1260.666667,133.3333333,9590,348,485986,6130,56740,5879,62706,0.948261
202108,AL,1,-9.571428571,-3,3.142857143,-7.142857143,-16.14285714,5.285714286,747,41,627063,0,,1258.333333,126.3333333,9930,340,492683,6697,78576,7587,86256,1.0061
202109,AL,1,-7,0,-0.285714286,-5,-17,5,577,20,704173,383138,,1125.333333,24.66666667,10149,221,499411,6728,57314,3741,61108,0.922419
202110,AL,1,-4.428571429,1.285714286,21.14285714,-1.285714286,-16.85714286,3.857142857,470,19,816418,472325,,1154.333333,48,10327,180,503305,3894,55264,3366,58669,0.991837
202111,AL,1,0,3,6.428571429,3.142857143,-18.71428571,4.571428571,526,22,937614,547257,,1033,0,10436,109,511087,7782,49555,2742,52345,0.977696
202112,AL,1,-1.428571429,0.857142857,11,3.285714286,-20.42857143,4.571428571,470,17,1072623,611694,,1165,60,10526,90,514072,2985,46724,2807,49578,1.01133
202113,AL,1,2,6.571428571,12.85714286,6.285714286,-21,4,401,11,1211424,691082,,1084.666667,1.333333333,10637,113,516615,2543,42700,2659,45405,0.86463
202114,AL,1,0.571428571,4.428571429,23.14285714,8.142857143,-19.42857143,3.285714286,381,18,1344658,788325,,1191.333333,96.33333333,10712,75,518588,1973,40752,2411,43202,1.09112
202115,AL,1,1.714285714,4.142857143,23.42857143,6.142857143,-16.85714286,2.857142857,367,19,1459377,915654,,1155.666667,69.66666667,10790,78,522131,3543,41951,2735,44726,1.14724
202116,AL,1,-0.571428571,4.285714286,20.28571429,5.714285714,-17,3.571428571,467,32,1531741,1033996,,1093,21.33333333,10851,61,525898,3767,45664,3520,49328,1.2795
202117,AL,1,1.714285714,6.428571429,32.71428571,10.57142857,-16.71428571,2.285714286,403,19,1589518,1143488,,1176.666667,104.6666667,10913,62,528309,2411,42008,2806,44875,1.42807
202118,AL,1,0.571428571,9.428571429,18.14285714,8,-17.14285714,2.714285714,461,9,1636710,1240335,,1135,82,10978,65,530744,2435,41171,3050,44281,1.60701
202119,AL,1,-1,9.714285714,23.57142857,10,-17.57142857,2.857142857,493,19,1687875,1334176,,1078.333333,30.66666667,11038,60,539829,9085,39720,2611,42413,1.66154
202120,AL,1,0.857142857,9.571428571,34.28571429,11.14285714,-15.57142857,2.285714286,363,15,1727437,1387356,,1078.333333,36.33333333,11112,74,541928,2099,37129,2250,39434,1.51433
202121,AL,1,2.285714286,11.71428571,32.42857143,14.14285714,-18.57142857,3,344,16,1763553,1429238,,1069,30,11146,34,543405,1477,33154,1955,35175,1.45723
202122,AL,1,-1.142857143,11,38.28571429,12.42857143,-25.57142857,4.857142857,272,20,1771964,1440101,,1074,42,11198,52,545585,2180,27667,1449,29158,1.40336
202123,AL,1,-1.428571429,7.857142857,16.57142857,11.85714286,-18.42857143,4.714285714,216,19,1793119,1468898,,1099.666667,71.66666667,11266,68,547323,1738,29131,1332,30531,1.27709
202124,AL,1,-0.571428571,9.285714286,27.42857143,12.57142857,-19.57142857,3.857142857,185,20,1898704,1546983,,1127,106,11306,40,548657,1334,21594,958,22596,1.04312
202125,AL,1,-1.571428571,8,28.42857143,12.85714286,-18.57142857,3.714285714,206,13,1928903,1574934,,1062,42,11336,30,549934,1277,26881,1480,28438,1.11769
202126,AL,1,0,13,28.28571429,16.71428571,-21,3.142857143,484,18,1962952,1602022,,1054.666667,38.66666667,11358,22,551298,1364,25902,1826,27761,1.17794
202127,AL,1,-5.285714286,8,30.85714286,11.28571429,-27.85714286,6,314,14,1985582,1626323,,1120.666667,107.6666667,11402,44,554605,3307,24917,2548,27491,1.1695
202128,AL,1,-0.857142857,8.571428571,20,15.85714286,-18,4,504,18,2013559,1647995,,1040.666667,33.66666667,11443,41,559478,4873,31133,4736,35895,1.38504
202129,AL,1,-1.714285714,8.714285714,19.57142857,15.42857143,-18.42857143,4.571428571,1084,20,2041597,1663031,,1084,73,11483,40,569131,9653,42106,9817,52002,1.64167
202130,AL,1,-1.571428571,9.857142857,18.85714286,13.71428571,-18.57142857,4.285714286,1799,31,2116551,1683367,,1133.666667,130.6666667,11536,53,585607,16476,59250,18432,77787,1.66756
202131,AL,1,-0.285714286,13.71428571,20.42857143,13.28571429,-19,4,2072,21,2192650,1703519,,1254.666667,250.6666667,11624,88,607209,21602,72537,25971,98637,1.9494
202132,AL,1,-3,12,15,8.571428571,-18.71428571,4.142857143,2566,18,2256357,1725039,,1326,321,11765,141,627905,20696,65215,21942,87344,1.90421
202133,AL,1,-5.571428571,9.142857143,5.714285714,2.428571429,-18.57142857,4.714285714,2597,28,2330695,1770725,,1437,428,12000,235,659750,31845,87301,23857,111349,2.16364
202134,AL,1,-6.428571429,8.857142857,12,2.571428571,-18,4.571428571,2542,22,2399704,1838347,,1460,448,12219,219,688018,28268,90605,25601,116427,2.64229
202135,AL,1,-6.142857143,9.428571429,3.857142857,2.857142857,-20.14285714,5.714285714,2686,33,2461343,1900876,,1441.333333,433.3333333,12414,195,719280,31262,93320,26423,120026,2.38914
202136,AL,1,-6.142857143,7.285714286,24.71428571,2.571428571,-24,5.714285714,2365,27,2504656,1956859,,1567.333333,560.3333333,12673,259,745812,26532,80150,19134,99493,2.15564
202137,AL,1,-6.285714286,5.285714286,8.571428571,1.571428571,-16.42857143,4.428571429,1851,22,2535635,2010919,,1428,417,13209,536,768301,22489,77496,15716,93456,1.65406
202138,AL,1,-5,5.285714286,15.28571429,3.428571429,-14.71428571,3.571428571,1208,19,2558569,2049383,,1313.333333,303.3333333,14022,813,787421,19120,68151,11401,79824,1.63054
202139,AL,1,-3.285714286,8,23.28571429,7.571428571,-13.85714286,2.571428571,855,11,2584258,2090806,,1374,360,14469,447,799800,12379,67029,8789,76004,1.72235
202140,AL,1,-4,6.571428571,12.85714286,8.714285714,-15.85714286,3.571428571,738,18,2608058,2126766,,1284.666667,264.6666667,14857,388,807479,7679,61151,7011,68281,1.62021
202141,AL,1,-2.142857143,6.857142857,29.42857143,11,-15.71428571,3.142857143,581,11,2622428,2147033,,1205.666667,179.6666667,15179,322,813481,6002,55366,5192,60661,1.55095
202142,AL,1,-3.142857143,6.428571429,23,8.142857143,-13.28571429,2.571428571,454,11,2644229,2170323,,1158.666667,126.6666667,15406,227,819597,6116,53968,3891,57933,1.62996
202143,AL,1,-3.285714286,6.857142857,12.14285714,5.142857143,-13.28571429,3.428571429,388,14,2668028,2190701,,1088,50.66666667,15573,167,831653,12056,54216,2917,57251,1.73286
202144,AL,1,-2.571428571,7.428571429,9.714285714,5.714285714,-13,3.142857143,293,8,2688481,2207077,,1159.666667,106.6666667,15834,261,835740,4087,56577,2597,59257,1.87946
202145,AL,1,-2.857142857,5.428571429,6.142857143,5.714285714,-15.28571429,4,297,23,2702878,2219557,,1148.333333,88.33333333,15981,147,839436,3696,51753,2508,54361,2.29406
202146,AL,1,-2.285714286,7.714285714,2.428571429,7.285714286,-11.85714286,3.285714286,273,29,2733032,2238958,,1098,31.33333333,16073,92,842636,3200,51408,2495,54001,2.47611
202147,AL,1,-10.71428571,8.714285714,3.428571429,4.142857143,-36.14285714,8.285714286,260,19,2755913,2254666,,1168.333333,86.33333333,16115,42,844951,2315,35074,2208,37390,2.54058
202148,AL,1,-2.857142857,7.571428571,1.714285714,8.142857143,-11.85714286,3.285714286,340,32,2788826,2273361,,1234,144,16185,70,848137,3186,54913,3281,58290,2.4477
202149,AL,1,-3.857142857,6.142857143,-7.571428571,-1.857142857,-10.57142857,4.285714286,327,23,2815260,2293071,,1228.333333,129.3333333,16265,80,851950,3813,53600,3359,57077,2.93129
202150,AL,1,0.857142857,10.57142857,-1.285714286,3.714285714,-10.14285714,3,355,34,2834061,2309833,,1124.333333,28,16353,88,857292,5342,53499,4444,58053,3.24416
202151,AL,1,-6,11.28571429,-2.571428571,1.428571429,-35.71428571,7.428571429,493,20,2857399,2326903,,1119.333333,18,16418,65,868085,10793,52019,9913,62023,3.98073
202152,AL,1,-9.714285714,4,-0.571428571,-0.857142857,-38.85714286,11.14285714,1027,60,2873131,2338278,,1224.333333,98.33333333,16455,37,896614,28529,58672,30167,89025,5.45509
202201,AL,1,-13.57142857,2.142857143,-19.85714286,-3.142857143,-19.42857143,9.142857143,1835,25,2894430,2351731,,1277,139,16624,169,966180,69566,75420,47362,123071,4.4279
202202,AL,1,-14.57142857,1.857142857,-13.28571429,-6.428571429,-16.14285714,7.428571429,2418,33,2919436,2369558,,1437.666667,296.6666667,16641,17,1004622,38442,40046,29980,70276,4.10157
202203,AL,1,-18.42857143,-3.714285714,-16.28571429,-11.42857143,-21.85714286,9.571428571,2762,22,2969685,2401094,,1402,263,16826,185,1137387,132765,77939,58196,136589,3.41391
202204,AL,1,-13.57142857,-1.714285714,-7,-5.285714286,-14,6.285714286,2992,18,2996356,2421487,,1555.666667,416.6666667,17086,436,1206308,86481,67443,36826,104644,2.50952
202205,AL,1,-9.714285714,2.571428571,-5,-3,-11.85714286,5.142857143,2343,17,3006718,2431444,,1542.333333,403.3333333,17371,285,1242420,36112,53689,21107,75056,2.00159
202206,AL,1,-6.857142857,4.857142857,10.85714286,0.428571429,-10.71428571,3.428571429,1669,12,3016727,2442615,,1473.333333,342.3333333,17571,200,1262018,19598,45494,11451,57071,1.32114
202207,AL,1,-6.285714286,5.428571429,10.57142857,2.428571429,-11.14285714,3.857142857,1019,20,3025797,2452990,,1373.333333,257.3333333,17933,362,1272608,10590,52292,7153,59594,1.57621
202208,AL,1,-4.571428571,1.857142857,14.57142857,5,-11.71428571,3.714285714,727,14,3032452,2460564,,1251,146.6666667,18225,292,1279006,6398,46201,3806,50096,1.43003
202209,AL,1,-0.428571429,5.285714286,30.42857143,7.714285714,-10.85714286,2.285714286,456,35,3038492,2467540,,1142,60,18480,255,1282945,3939,48021,2245,50426,1.40172
202210,AL,1,-6.428571429,1.285714286,22.42857143,2.571428571,-10,4.142857143,335,30,3043079,2472796,,1145.666667,57.33333333,18832,352,1288999,6054,37020,1155,38272,1.49013
202211,AL,1,-5.285714286,0.571428571,36.14285714,6.428571429,-10.71428571,4.142857143,213,30,3047316,2477863,,1113.333333,30.66666667,19038,206,1291186,2187,40047,1285,41422,1.35817
202212,AL,1,-3.857142857,2.285714286,50.85714286,6.428571429,-11.57142857,3,151,25,3050642,2480944,,1065.666667,0,19210,172,1292508,1322,35140,861,36068,1.49064
202213,AL,1,-3.142857143,3.285714286,51.57142857,6.571428571,-12.57142857,2.857142857,133,32,3054697,2484952,,1030,0,19313,103,1295468,2960,33242,957,34248,1.28148
