epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202143,SD,46,10.14285714,20,63.85714286,21.42857143,-8.571428571,1.857142857,208.6657143,209,0,548914,432958,74.77741043,,28.19583454,51.07026336,,189.3333333,22.33333333,2235,17,2.6931982,2.5726025,154482,2174,11385,2359,13752
202144,SD,46,7.285714286,18.57142857,62.71428571,18.42857143,-9.142857143,1.428571429,192.2114286,192,0,556057,439079,76.06017089,,33.00903729,54.8060017,,205.6666667,38.66666667,2267,32,,,156995,2513,11367,2698,14071
202145,SD,46,6.285714286,15.28571429,37.14285714,14.85714286,-12.28571429,3.428571429,191.6957143,260,3,564769,442783,74.86185,,31.10779197,54.51344071,,188,20.66666667,2281,14,1.0726086,1.0726086,159343,2348,10994,2830,13829
202146,SD,46,7.428571429,16.57142857,35,18.42857143,-9,2,197.2485714,244,2,576457,446308,76.5924718,,30.36390531,52.88809431,,206.6666667,34.66666667,2305,24,3.11415925,3.11415925,162375,3032,10815,2164,12984
202147,SD,46,0,19.85714286,43.42857143,12,-29.42857143,5.714285714,181.4785714,237,6,586804,448983,75.84753281,,29.96019241,58.4676871,,203,30,2320,15,4.3630285,4.1374244,164292,1917,8823,1698,10529
202148,SD,46,5.428571429,15,40.57142857,12.42857143,-8.142857143,2.428571429,180.2757143,253,9,599779,456742,74.57602493,,29.59220396,56.97960686,,207,34,2357,37,,,168271,3979,11649,2215,13878
202149,SD,46,-0.8571428571,11.85714286,7.714285714,1.142857143,-9.285714286,4.714285714,167.4628571,297,2,609104,463147,76.68897871,,31.74426607,51.02082539,,221,49,2398,41,,,171248,2977,11205,1610,12830
202150,SD,46,8.428571429,18.14285714,16,8.142857143,-6.857142857,3.285714286,187.8228571,242,27,616009,468045,79.26112077,,30.49898213,50.88464381,,196.6666667,27,2433,35,0.6279375,0.6279375,173655,2407,11439,1571,13020
202151,SD,46,1,21.71428571,26.71428571,4.714285714,-30.28571429,6.142857143,167.6028571,210,30,621704,471359,79.05114026,,33.42431553,47.8396129,,185,14.33333333,2456,23,,,175677,2022,11010,1680,12701
202152,SD,46,-2.714285714,7.142857143,2.142857143,0,-33.42857143,10.14285714,182.9714286,207,22,627309,475045,78.2803748,17.03008,33.45772077,52.63297473,,205.3333333,31.33333333,2486,32,4.7688481,4.96088514,179204,3527,13206,3850,17062
202201,SD,46,-8,5.285714286,-1.571428571,-2.142857143,-12.71428571,7.571428571,172.0257143,276,26,634680,480049,78.70761043,29.04373209,37.91995303,47.70944406,,217,42,2522,36,5.313886233,5.344279167,189411,10207,15030,6791,21837
202202,SD,46,-8.428571429,6.428571429,16.71428571,-3.571428571,-12.42857143,6.714285714,166.8542857,423,18,640695,483669,77.15913066,29.90292799,38.85212016,45.89559446,,223,48,2559,37,6.9022225,7.065056525,203137,13726,14813,8755,23614
202203,SD,46,-7.714285714,3.428571429,13.28571429,0.8571428571,-13,6.428571429,172.6985714,505,11,649284,488524,80.01194891,43.00137239,44.03499449,41.83733931,,204,29,2601,42,4.989943583,5.404372217,216656,13519,11532,6927,18490
202204,SD,46,-6.714285714,2.714285714,14.14285714,2,-8.285714286,4.714285714,176.2685714,428,10,653034,491233,79.2443824,37.75545126,42.34078669,42.87268229,,208.6666667,31.66666667,2637,36,3.7239249,3.990907933,225383,8727,9019,3800,12842
202205,SD,46,-3,6.428571429,18,3.714285714,-7.142857143,4.285714286,182.63,322,19,656208,494168,78.74549214,37.28297599,43.32633173,45.31380933,,203,26.66666667,2687,50,5.0718938,5.0718938,230240,4857,6991,2026,9025
202206,SD,46,-1.857142857,10,23,5.285714286,-6.571428571,3.285714286,181.6714286,246,14,658742,496599,76.87749689,38.70446637,40.7054703,48.5761483,,195.6666667,21,2730,43,,,232725,2485,6324,1123,7450
202207,SD,46,-1,10.57142857,23.57142857,8.142857143,-7.714285714,2.857142857,190.2671429,151,15,661006,498808,76.14847957,34.56067565,35.97133671,54.72655211,,207.6666667,29.66666667,2772,42,,,234961,2236,5883,714,6603
202208,SD,46,-5.857142857,1.285714286,11.71428571,4.857142857,-12,5.428571429,184.6028571,126,34,662576,500558,75.53002956,,35.01190449,53.79052271,,152.6666667,0,2802,30,,,235787,826,5114,409,5529
202209,SD,46,0.1428571429,7,37.42857143,8.428571429,-5,2.571428571,192.2528571,84,15,664160,502303,75.48314771,,31.72913474,52.80323169,,141.3333333,0,2827,25,,,236276,489,4989,280,5269
202210,SD,46,-1.428571429,3.857142857,19.71428571,11,-5.428571429,3.571428571,205.4028571,61,10,665466,503635,76.11342707,,28.71005167,56.4462103,,161.6666667,0,2853,26,,,236602,326,4273,180,4457
202211,SD,46,4,8.857142857,81.14285714,17.71428571,-8,2.571428571,222.4,40,5,666675,504836,74.1756162,,21.53021059,56.41674696,,156.6666667,0,2875,22,,,236845,243,4136,132,4273
202212,SD,46,3.142857143,7.285714286,65.28571429,18.14285714,-4.285714286,2.285714286,216.515,30,9,667811,505840,74.80856803,,20.67042177,53.79959287,,166.6666667,0,2880,5,,,236955,110,3512,115,3628
202213,SD,46,3,7.571428571,59.14285714,15.85714286,-4,2.571428571,211,22,10,669519,507105,74.82669041,,20.05366664,56.42953493,,165.6666667,0,2883,3,,,237109,154,3293,91,3386
202214,SD,46,3.857142857,10,60,16.28571429,-3.714285714,2.428571429,212.0414286,26,4,671518,509181,74.13877657,,21.96628836,52.93394587,,148.6666667,0,2893,10,,,237246,137,2966,101,3070
202215,SD,46,4.428571429,16.42857143,58.85714286,14.28571429,-9.142857143,3.571428571,,23,7,673346,511094,73.82567603,,16.87722787,55.92153621,,127,0,2898,5,,,237370,124,2917,110,3027
202216,SD,46,-0.5714285714,5.571428571,83.28571429,17.57142857,-9.571428571,2.428571429,,37,8,675205,513224,75.5209204,,13.15117056,61.75353196,,108,0,2901,3,,,237535,165,2859,176,3039
202217,SD,46,8.571428571,14,90.14285714,22.85714286,-4.142857143,1.714285714,,25,4,676655,514846,73.80687736,,14.12831863,57.91455509,,0,0,2912,11,,,237812,277,2960,198,3161
202218,SD,46,14.14285714,20.42857143,131.4285714,25.57142857,-4.285714286,0.4285714286,,22,10,678356,516437,75.18982621,,13.36754497,58.24902293,,0,0,2915,3,,,238185,373,3050,249,3299
202219,SD,46,15.42857143,23.42857143,167.8571429,35.14285714,-6.428571429,-0.4285714286,,40,6,679757,517877,74.11631419,,13.89114654,60.43846317,,0,0,2917,2,,,238635,450,2810,304,3115
202220,SD,46,16.57142857,23.57142857,193,38.85714286,-6.714285714,0,,33,3,680927,519202,71.65449123,,16.41801319,58.58242286,,0,0,2919,2,,,239110,475,2850,339,3195
202221,SD,46,17.57142857,27.42857143,246.1428571,44.85714286,-13,0,,50,1,682137,520247,75.84519444,,17.00271749,55.67698997,,0,0,2927,8,,,239704,594,3047,490,3538
202222,SD,46,17.85714286,26,255.7142857,46,-22.57142857,2.571428571,,49,1,683451,521555,74.79029431,,16.04591913,52.90582767,,0,0,2928,1,,,240357,653,2831,525,3356
202223,SD,46,20,28.85714286,285.5714286,50.71428571,-14,0.7142857143,,69,2,684874,522861,77.95517793,,15.56432864,53.53528653,,0,0,2928,0,,,241326,969,2929,682,3611
202224,SD,46,23,33.42857143,334,58.57142857,-14.14285714,0.2857142857,,62,3,685419,523410,79.47811806,,15.43133437,54.57453793,,0,0,2931,3,,,242298,972,2959,656,3616
202225,SD,46,22.71428571,33,324.1428571,58.14285714,-15.42857143,0.8571428571,,88,1,686225,524239,75.55738896,,16.23753101,59.06865151,,,,2936,5,,,243269,971,2793,787,3580
202226,SD,46,25.6,35.4,335.2,61.6,-13.8,0.2,,90,,687768,525312,,,,,,,,2938,2,,,244523,1254,1534,518,2054
202001,TN,47,,,,,,,,,,,,,,,,,1614,10,,,,,,,,,
202002,TN,47,,,,,,,,,,,,,,,,,1687,84,,,,,,,,,
202003,TN,47,,,,,,,110.5433333,,,,,,,,,,1597,0,,,,,,,,,
202004,TN,47,,,,,,,104.8614286,,,,,,,,,,1532,0,0,0,,,0,0,,,
202005,TN,47,,,,,,,104.27,,,,,,,,,,1591,0,0,0,,,0,0,,,
202006,TN,47,,,,,,,102.6,,,,,,,,,,1612,5,0,0,,,0,0,,,
202007,TN,47,7,4,54,4,3,-1,114.7628571,,,,,,,,,,1454,0,0,0,,,0,0,,,
202008,TN,47,1.857142857,-0.2857142857,18.14285714,2.428571429,-0.7142857143,0.4285714286,114.8542857,,,,,,,,,,1516,0,0,0,,,0,0,,,
202009,TN,47,7.857142857,3.285714286,14.28571429,6.285714286,2.428571429,-0.7142857143,118.7271429,,,,,,,,,,1504,0,0,0,,,0,0,,,
202010,TN,47,11.57142857,8.857142857,39.14285714,7.571428571,0.5714285714,-1.142857143,128.1328571,,,,,,,,,0.1,1611,34,0,0,,,1,1,63,7,70
202011,TN,47,6,14.71428571,40.14285714,3.714285714,-0.8571428571,0.4285714286,116.49,,,,,,,,,0.6,1601,32,0,0,,,32,31,900,59,962
202012,TN,47,-16.28571429,13.71428571,9.714285714,-12.57142857,-18.57142857,8,83.20142857,,,,,,,,,2.5,1525,0,1,1,,,304,272,6669,547,7228
202013,TN,47,-34.85714286,-5.714285714,19.28571429,-28,-34.57142857,13.42857143,64.53,,,,,,,,,8,1524.333333,0,7,6,,,1511,1207,18303,1694,20011
202014,TN,47,-35.42857143,-5.571428571,5.714285714,-32.28571429,-39.14285714,14.57142857,62.82,,,,,,,,,8.8,1574.333333,32.66666667,70,63,,,3348,1837,29317,3535,32916
202015,TN,47,-36.85714286,-5.285714286,3.428571429,-36,-43.28571429,15.28571429,63.60428571,,,,,,,,,5,1496.333333,0,124,54,0.7420491167,0.7459035667,5165,1817,32328,3108,35569
202016,TN,47,-34,-11,-10.85714286,-33.85714286,-41,14.42857143,69.67714286,,,,,,,,,4.6,1526.666667,10,167,43,0.5610172571,0.5817056143,6834,1669,31030,3149,34347
202017,TN,47,-30.14285714,-7.571428571,-7,-32.28571429,-38.42857143,14.14285714,76.45428571,,,,,,,,,5,1472.666667,0,203,36,0.8953056857,0.9174652143,9369,2535,59019,4161,63387
202018,TN,47,-20.71428571,-0.7142857143,16.57142857,-24.42857143,-35.85714286,11.14285714,87.19142857,,,,,,,,,5.2,1483,0,237,34,0.6639265571,0.6658421286,12813,3444,60394,4813,65434
202019,TN,47,-14,5.428571429,19.42857143,-20.71428571,-32.28571429,10.14285714,98.56285714,,,,,,,,,5.3,1475.666667,0,288,51,0.5530826571,0.6537234429,14772,1959,63963,3293,67428
202020,TN,47,-11.14285714,5,49.85714286,-17.28571429,-29.71428571,8.857142857,114.576,,,,,,,,,3.3,1525,36,344,56,0.4417705,0.4706055857,17301,2529,78387,4568,83135
202021,TN,47,-9,4.428571429,48.42857143,-15.57142857,-28.71428571,8.714285714,122.5328571,,,,,,,,,4.7,1546,70,379,35,0.5488132571,0.5637610857,19892,2591,73817,5402,79474
202022,TN,47,-8,4,81.71428571,-17,-31.28571429,8.571428571,128.7957143,,,,,,,,,4.8,1451.666667,0,427,48,0.4123426429,0.4334693714,22667,2775,52925,4907,58049
202023,TN,47,-3.428571429,7,89.28571429,-14,-24.28571429,6.428571429,135.4014286,,,,,,,,,6.1,1472.666667,19.33333333,472,45,0.5986172286,0.6269456857,26079,3412,64622,5800,70611
202024,TN,47,-3.285714286,5.714285714,96.71428571,-11.57142857,-23.71428571,6,143.9842857,,,,,,,,,5.9,1488,42,504,32,0.6697828857,0.6622689143,29697,3618,94887,9791,104902
202025,TN,47,-1.285714286,7.285714286,105.8571429,-9.142857143,-23.71428571,5,150.22,,,,,,,,,6.1,1550.333333,101.3333333,565,61,0.5944079,0.5940815714,34256,4559,91614,12962,104877
202026,TN,47,-3.857142857,4,92.85714286,-9.142857143,-25.14285714,5.714285714,151.2128571,,,,,,,,,7.2,1541,91,624,59,0.5927640429,0.5934157571,39625,5369,102612,12863,115801
202027,TN,47,-3.285714286,8.142857143,104.8571429,-9.857142857,-32.28571429,6.857142857,148.6028571,,,,,,,,,8.4,1508,71,703,79,0.6325959571,0.6609504,49821,10196,115363,14789,130564
202028,TN,47,-6,3,99.42857143,-7.571428571,-27.71428571,6.428571429,151.9285714,2,,,,,,,,14.1,1598.333333,169.3333333,813,110,0.8413283429,0.8364781286,60758,10937,155017,20564,176041
202029,TN,47,-6.142857143,3.428571429,96.71428571,-9,-26.71428571,6.571428571,152.18,790,,,,,,,,14.1,1609,179,927,114,0.8026591429,0.7875145286,76088,15330,184915,25017,210455
202030,TN,47,-7,2.142857143,88.71428571,-9.428571429,-26.71428571,6.714285714,151.3428571,1014,,,,,,,,12.5,1657.333333,226.3333333,1087,160,0.8572840571,0.8885686286,91390,15302,194554,24065,219095
202031,TN,47,-5.571428571,1.714285714,83.42857143,-9.285714286,-26.71428571,6.285714286,151.1414286,998,,,,,,,,10.2,1655.666667,225.6666667,1260,173,0.9265932,0.9254355286,106690,15300,144031,18512,163086
202032,TN,47,-4,3.714285714,102.2857143,-7.857142857,-26.14285714,5.571428571,154.9771429,1016,,,,,,,,9.9,1647.666667,219.6666667,1432,172,0.8323133571,0.8405601,119217,12527,116155,13827,130398
202033,TN,47,-7.428571429,0.4285714286,76.28571429,-9.857142857,-26.28571429,5.857142857,153.0428571,918,,,,,,,,9.3,1618.666667,192.6666667,1604,172,0.8141024,0.8277129286,130507,11290,106817,11313,118357
202034,TN,47,-8.428571429,-0.5714285714,77.42857143,-10.71428571,-25.14285714,5.428571429,151.0485714,789,0,,,,,,,6.8,1640.333333,208.3333333,1751,147,0.7856371571,0.8049081429,141206,10699,93149,9218,102564
202035,TN,47,-9.571428571,-2.428571429,62.57142857,-13.71428571,-24,5.714285714,142.5128571,753,0,,,,,,,6.8,1648.666667,219.6666667,1941,190,1.234463457,1.235805271,150639,9433,108268,10218,118682
202036,TN,47,-6.428571429,0.2857142857,73.85714286,-10.85714286,-24.71428571,4.571428571,149.5,795,0,,,,,,,6.1,1573.666667,146.6666667,2092,151,0.9491057,0.9140329571,161511,10872,119810,11202,131217
202037,TN,47,-8,-0.7142857143,101.8571429,-12.57142857,-30.28571429,4.714285714,149.9614286,694,0,,,,,,,5.4,1665.333333,229.3333333,2278,186,0.9212905429,0.9631066286,169378,7867,115948,9285,125620
202038,TN,47,-7.571428571,-1.428571429,83.71428571,-11.14285714,-22.14285714,3.571428571,150.7628571,699,0,,,,,,,5.5,1568.333333,131.3333333,2430,152,0.8525744,0.8632082286,180748,11370,153056,10335,163584
202039,TN,47,-8.428571429,-2.428571429,66.28571429,-12.71428571,-21.28571429,4.857142857,142.5071429,731,0,,,,,,,6.8,1686.333333,242.3333333,2592,162,0.8195145,0.9441574,189828,9080,133281,8457,141930
202040,TN,47,-7,-0.7142857143,65,-10.57142857,-20.57142857,3.714285714,142.6728571,794,0,,,,,,,6.1,1687,251,2746,154,0.8303378286,0.8434540571,198150,8322,151787,10625,162569
202041,TN,47,-8.571428571,-2,61.85714286,-9.571428571,-23.71428571,4.428571429,143.6957143,895,0,,,,,,,9.6,1708,255,2940,194,1.039056714,1.089924643,211247,13097,110741,10199,121126
202042,TN,47,-7.571428571,-1.857142857,69.71428571,-7.285714286,-23.57142857,4.428571429,149.07,1092,22,,,,,,,10.4,1707.666667,241.6666667,3176,236,1.028096571,0.9776101,225010,13763,105342,11371,116867
202043,TN,47,-8.285714286,-1.857142857,66.28571429,-8.285714286,-20.28571429,4.285714286,147.6728571,1188,21,,,,,,,12.6,1709,233,3412,236,1.066991671,1.073953929,242849,17839,140083,16373,156704
202044,TN,47,-9.285714286,-1.142857143,47.57142857,-12,-20,4.714285714,140.4428571,1302,18,,,,,,,15,1754,260,3679,267,1.148095443,1.094005357,257397,14548,129193,15169,144652
202045,TN,47,-9.285714286,-2.428571429,42.14285714,-13.71428571,-20,5.142857143,127.6757143,1293,36,,,,,,,15.5,1720.666667,215.6666667,3965,286,1.200711914,1.229619357,276511,19114,124285,16855,141500
202046,TN,47,-9.857142857,-3,37,-14.28571429,-20.71428571,5.857142857,126.1028571,1645,41,,,,,,,20.8,1831.333333,312.3333333,4292,327,1.629569843,1.558887143,303470,26959,101309,18143,119699
202047,TN,47,-11.28571429,-1.857142857,22.85714286,-12.85714286,-19.71428571,5.714285714,125.0871429,1848,29,,,,,,,23.8,1863.666667,330.6666667,4713,421,1.635822586,1.610157214,332451,28981,162782,26652,189862
202048,TN,47,-16.85714286,-0.5714285714,31.71428571,-18.85714286,-37.28571429,9.714285714,118.8214286,1895,19,,,,,,,22.1,1768.333333,250.6666667,5167,454,1.503298871,1.617957929,359670,27219,147990,28531,177319
202049,TN,47,-12.85714286,-3.857142857,0.7142857143,-14.14285714,-20.71428571,7.285714286,118.0028571,2221,19,,,,,,,25.3,2024,468,5685,518,1.397068429,1.493481243,393404,33734,187975,42349,231043
202050,TN,47,-11.71428571,-3,9.714285714,-17.42857143,-19.71428571,6.571428571,120.0114286,2507,23,,,,,,,26.3,2011.666667,447.6666667,6220,535,1.6689177,1.745136986,442141,48737,179887,40358,220786
202051,TN,47,-11.28571429,-1.285714286,-3.714285714,-15.42857143,-21.57142857,7.428571429,122.4442857,2697,36,15766,,,,,,25.6,1973,398,6825,605,1.594619757,1.612884186,507765,65624,170945,40735,212131
202052,TN,47,-17,0,3.142857143,-22.42857143,-42,11.14285714,107.8171429,2448,30,64161,,,,,,28.2,2127.333333,536.3333333,7526,701,1.811373443,1.843928157,554663,46898,144563,33083,178067
202053,TN,47,-11.28571429,-3.714285714,20.14285714,-21.42857143,-40.14285714,12.28571429,120.2657143,2758,22,126887,,,28.4089585,,,30.3,2138.666667,531.6666667,8204,678,1.932971786,1.954738386,599368,44705,132162,38053,170651
202101,TN,47,-15.71428571,-5.714285714,-13.14285714,-20.57142857,-23.57142857,9.142857143,112.6885714,2620,27,206128,4561,6.345287,29.50383436,,,31.3,2169.666667,547.6666667,8966,762,1.904768329,1.929749743,643244,43876,153769,36637,190800
202102,TN,47,-18,-8.285714286,-14.85714286,-22.85714286,-23,8.857142857,112.7728571,2122,25,263008,42851,8.670304043,29.89208393,,,23.9,2079.333333,455.3333333,9673,707,1.822608586,1.787529414,677046,33802,111576,19629,131536
202103,TN,47,-18.42857143,-10.14285714,-5.571428571,-23.14285714,-23.85714286,8.428571429,115.1557143,1650,32,290892,89399,10.3621223,28.30830321,,,19,2077,448,10321,648,1.320465286,1.375419043,700901,23855,123710,17102,141204
202104,TN,47,-19.71428571,-11.85714286,-12,-24,-21.42857143,8.142857143,113.2928571,1285,43,315454,169585,12.38894359,26.04123153,,,13.3,1918.333333,303.3333333,10817,496,1.125413957,1.1968131,719379,18478,124668,15296,140288
202105,TN,47,-17.42857143,-8,-16.14285714,-24.14285714,-21.14285714,7.571428571,114.8257143,1102,32,344846,249255,14.62599656,20.7161966,,,14,1836,218.6666667,11178,361,1.168451086,1.133103429,736629,17250,104691,10821,115790
202106,TN,47,-19.57142857,-6.142857143,-17.57142857,-24.85714286,-22.57142857,8.571428571,115.1442857,918,15,662529,311380,17.3950728,16.6729752,84.92107148,,9.2,1692,100,11429,251,1.126824929,1.174722771,750045,13416,104079,9577,113855
202107,TN,47,-38,-18.71428571,-33.42857143,-40.57142857,-44.14285714,19,77.39571429,746,12,740230,351993,20.31898334,18.41548321,86.49796949,,8.9,1713.333333,114.6666667,11672,243,0.9783285571,0.9543163429,758067,8022,52749,4895,57715
202108,TN,47,-11.14285714,-5.142857143,3.142857143,-15.14285714,-17.85714286,6.142857143,127.3371429,859,23,845090,435414,22.65115241,20.38489051,85.71175413,,9.1,1698,102,11850,178,1.055887257,1.107341757,767992,9925,80898,6197,87223
202109,TN,47,-7.571428571,-2.714285714,14,-11.71428571,-18.28571429,4.857142857,133.0585714,567,24,1015188,538193,27.02936537,15.62732599,85.37215199,38.3413704,6.5,1610,49.33333333,12002,152,0.8463932857,0.8358307429,776293,8301,76851,5027,81986
202110,TN,47,-5.285714286,-1.285714286,31.71428571,-8.857142857,-19.71428571,4.714285714,134.3666667,530,23,1201964,630508,32.90400053,12.69122794,83.60678641,40.20128271,6.6,1551.333333,10.66666667,12159,157,0.9211933143,0.9817485571,785012,8719,78911,5316,84350
202111,TN,47,1.857142857,0.4285714286,34.14285714,-4.285714286,-21.71428571,4.571428571,148.89,595,23,1394341,705907,41.35688613,11.82018357,83.11221554,40.26612396,9.4,1545,0,12263,104,1.3434149,1.299516143,793679,8667,89819,6613,96542
202112,TN,47,0.1428571429,0.1428571429,42.42857143,-2.857142857,-19.57142857,4.571428571,151.1228571,723,23,1612374,815298,47.71656689,11.03156219,83.45906123,40.45187764,10.9,1612.333333,61.33333333,12381,118,1.368841257,1.429391486,801435,7756,67728,5463,73270
202113,TN,47,4.571428571,6.142857143,51.42857143,-0.1428571429,-24.14285714,4.428571429,160.8542857,690,19,1829918,971642,52.39538996,13.82736473,82.15379363,39.89002327,10.1,1533.333333,8,12492,111,0.7477454143,0.6843168143,809700,8265,49770,4120,53935
202114,TN,47,2.428571429,5,72.14285714,-1.142857143,-20.85714286,3.142857143,158.6714286,717,25,2013257,1104979,57.92850717,14.08242897,83.0256951,42.7826947,10.1,1650.333333,106.3333333,12615,123,1.635042529,1.649661314,817412,7712,66431,5252,71732
202115,TN,47,2.428571429,4.571428571,66,-2.571428571,-18.71428571,3,155.82,719,17,2160931,1254938,62.68728056,13.35855813,82.06160371,42.18134363,8.3,1580.333333,61.33333333,12718,103,1.101204471,1.114737943,828504,11092,78218,5960,84280
202116,TN,47,-0.5714285714,3.142857143,47.85714286,-2.857142857,-19,4.142857143,150.8742857,727,13,2269505,1437074,65.09022966,13.49555034,80.58257926,41.97079583,6.8,1628.333333,117.3333333,12839,121,1.131291114,1.226895014,835914,7410,84144,5797,90027
202117,TN,47,1.571428571,5,72.85714286,0.2857142857,-18.71428571,3,155.29,642,13,2386080,1592285,66.55753963,11.45742733,79.52531207,41.96821057,5.1,1609.666667,102.6666667,12955,116,1.233149729,1.239813686,842608,6694,70699,4655,75412
202118,TN,47,1.857142857,8,50.71428571,-0.8571428571,-19,3.142857143,155.9685714,565,25,2446243,1759722,67.29401843,10.93563609,77.06499364,44.14228036,4.7,1606.333333,115.3333333,13066,111,1.293531357,1.287699629,848194,5586,45288,2835,48156
202119,TN,47,1.285714286,8.857142857,66.28571429,2.571428571,-19.42857143,2.714285714,157.2014286,516,7,2526890,1875041,69.48982934,14.4560095,73.34467296,47.24505854,4.5,1602.666667,119.6666667,13174,108,1.078412771,1.000709043,852849,4655,52712,2922,55682
202120,TN,47,2.428571429,8.285714286,85.14285714,3.714285714,-18.28571429,2.428571429,164.0685714,392,6,2614196,1969584,70.76124759,10.04602233,67.8792753,45.95911771,4.1,1538.666667,66.66666667,13269,95,0.9777634,0.9702442857,856344,3495,58926,2811,61785
202121,TN,47,3.142857143,8.714285714,77.57142857,5.571428571,-22.28571429,3.285714286,169.1771429,377,25,2672066,2021169,71.35418486,9.242538986,56.78737404,48.14645191,2.6,1513,47.33333333,13343,74,1.1159189,1.129958643,858859,2515,48320,1855,50204
202122,TN,47,2.428571429,9.571428571,99,4.285714286,-27.85714286,4.428571429,166.3742857,264,6,2707451,2060358,71.75959691,6.441017071,49.83864331,48.8322414,1.9,1524.666667,65.66666667,13414,71,0.4828701714,0.4999341571,860783,1924,35715,1060,36806
202123,TN,47,2,7.714285714,70.28571429,5,-20.71428571,4,169.9042857,223,6,2748663,2102268,72.29915654,8.507427571,42.74707016,49.34670884,2.1,1647.666667,196.6666667,13469,55,0.9915084286,0.9700870429,862303,1520,33791,857,34679
202124,TN,47,4.571428571,10.71428571,102.1428571,8.714285714,-21.28571429,2.571428571,181.9857143,160,5,2801753,2195064,73.21264234,6.174395371,38.70544289,49.27621439,2,1561.666667,115.6666667,13513,44,0.7582013429,0.7605881286,863654,1351,28907,650,29571
202125,TN,47,3,8.285714286,96.42857143,8.714285714,-21.28571429,2.714285714,179.3057143,161,1,2833864,2230207,74.20817146,2.192403286,34.88910439,51.40201711,0.8,1535,90,13549,36,0.8353780857,0.8470940143,864924,1270,35918,946,36875
202126,TN,47,4.142857143,11,88.42857143,10,-23.85714286,2.571428571,176.4471429,154,3,2901608,2398684,74.25302847,3.577907729,32.42912361,49.90947991,1.1,1500.666667,55.66666667,13582,33,0.9078725143,0.9237220286,866731,1807,34533,1376,35933
202127,TN,47,1.285714286,9,100.7142857,5.142857143,-30,4.857142857,174.5828571,205,7,2926141,2423945,73.66382569,5.0772332,28.37982181,51.06383231,2.2,1437.333333,4,13613,31,0.8066473143,0.8506802571,869559,2828,22720,1453,24193
202128,TN,47,3.571428571,9,77.71428571,6.857142857,-20.85714286,3.571428571,178.5085714,354,1,2958822,2450576,72.27840113,7.478024814,27.67310386,49.59466974,5.1,1497.333333,56.33333333,13651,38,1.308675829,1.342042071,874086,4527,39080,3528,42638
202129,TN,47,3.285714286,9.285714286,84.42857143,7,-21,3.285714286,178.41,593,5,2999548,2474746,72.05524616,13.59202109,28.65831201,50.81999266,7.5,1530.666667,90.66666667,13726,75,1.3174816,1.397023614,882626,8540,32666,4977,37669
202130,TN,47,3.571428571,9.857142857,77.57142857,6.714285714,-20.57142857,3.428571429,177.6,980,4,3056804,2496530,73.77725583,13.55226506,30.54488389,50.00981443,10.3,1569,134,13819,93,0.9435770571,0.9724231286,897989,15363,58768,12506,71345
202131,TN,47,5.857142857,13.14285714,79.71428571,5.428571429,-20.28571429,3.142857143,174.6571429,1469,9,3126504,2521041,73.37012021,16.85223941,36.58217083,48.2212552,14.9,1653.666667,212.6666667,13972,153,1.461538843,1.525684186,920390,22401,74533,16485,91172
202132,TN,47,1.714285714,12.42857143,65.14285714,3,-20,3.571428571,170.3042857,1982,3,3201493,2551331,71.80418001,16.73141423,43.42843229,47.06871164,19.9,1723,283,14269,297,1.758397857,1.766332386,950865,30475,88626,20450,109287
202133,TN,47,-1.428571429,10.14285714,46,-1.285714286,-20.28571429,4.285714286,164.2871429,2147,6,3276921,2592364,73.22639933,17.02630144,48.15451974,46.2301819,21.8,1836.333333,391.3333333,14650,381,2.016958014,2.068468886,992548,41683,97806,23352,121374
202134,TN,47,-3,9.714285714,55.28571429,-3.285714286,-20,4.142857143,162.9342857,2534,8,3355302,2644275,72.44109516,22.99031986,54.04968594,42.50668421,27.7,1952.666667,502.6666667,15175,525,2.808324086,2.863446543,1034362,41814,159185,39825,199356
202135,TN,47,-2.142857143,10,52.57142857,-1.857142857,-21.57142857,4.857142857,159.8971429,2846,2,3430113,2702271,73.18926009,23.32444487,57.27264041,41.27498959,31.2,2076.666667,623.6666667,15809,634,3.012590843,3.006281314,1083708,49346,167484,42874,210874
202136,TN,47,-2.142857143,9,85.28571429,-4.571428571,-26.14285714,5.428571429,160.1828571,2789,6,3483649,2755418,73.45369496,24.63422567,59.62788916,41.94576514,26.1,2131.666667,676.6666667,16542,733,2.737621414,2.788367143,1149454,65746,96199,25065,121580
202137,TN,47,-1.571428571,8.142857143,61.42857143,-1.142857143,-18.57142857,3.714285714,163.0357143,2276,3,3537200,2815822,74.07132717,22.94958813,59.19337556,42.43058691,20.7,2139.333333,680.3333333,17306,764,2.153191886,2.205964114,1187435,37981,87746,20168,108178
